===2023-05-26 21:08:45===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 10
    std_rw: False
data_number=[18,27,40,58,87,127,188,276,406,442,42,61,91,134,197,290,418,67,99,146,215,316,124,182,268,158,232,266,181,]
client_nums=[10,7,5,3,2,1,1,]
domain number = 10
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[4, 6, 6, 5, 1, 1, 1, 3, 1, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.9185 | Train Acc: 0.2778
 Site-Black_Female              (3) | Val  Loss: 1.9702 | Val  Acc: 0.2474
 Site-Black_Male                (0) | Val  Loss: 1.7533 | Val  Acc: 0.2587
 Site-Black_Female              (3) | Val  Loss: 1.8421 | Val  Acc: 0.3128
 Site-East_Asian_Male           (1) | Val  Loss: 2.0250 | Val  Acc: 0.2927
 Site-East_Asian_Female         (6) | Val  Loss: 1.6992 | Val  Acc: 0.4545
 Site-East_Asian_Male           (1) | Val  Loss: 1.9177 | Val  Acc: 0.3034
 Site-Indian_Female             (3) | Val  Loss: 2.0585 | Val  Acc: 0.2952
 Site-Indian_Male               (0) | Val  Loss: 2.0286 | Val  Acc: 0.2323
 Site-Southeast_Asian_Female    (3) | Val  Loss: 2.0827 | Val  Acc: 0.3107
 Site-Middle_Eastern_Male       (8) | Val  Loss: 2.1610 | Val  Acc: 0.1583
Average Valid Accuracy: 0.2894
Aggregated Acc | Val Acc: 0.3022
 Best site-White_Male               (4)  | Epoch:1 | Val Acc: 0.4167
 Best site-White_Female             (5)  | Epoch:1 | Val Acc: 0.2778
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.1923
 Best site-White_Female             (2)  | Epoch:1 | Val Acc: 0.4103
 Best site-White_Male               (8)  | Epoch:1 | Val Acc: 0.2759
 Best site-White_Female             (2)  | Epoch:1 | Val Acc: 0.4000
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.2240
 Best site-White_Female             (2)  | Epoch:1 | Val Acc: 0.3913
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.2583
 Best site-White_Female             (2)  | Epoch:1 | Val Acc: 0.3707
 Best site-Latino_Hispanic_Male     (7)  | Epoch:1 | Val Acc: 0.3571
 Best site-Latino_Hispanic_Female   (6)  | Epoch:1 | Val Acc: 0.2195
 Best site-Latino_Hispanic_Male     (8)  | Epoch:1 | Val Acc: 0.3000
 Best site-Latino_Hispanic_Female   (6)  | Epoch:1 | Val Acc: 0.2472
 Best site-Latino_Hispanic_Male     (8)  | Epoch:1 | Val Acc: 0.2137
 Best site-Latino_Hispanic_Female   (6)  | Epoch:1 | Val Acc: 0.2746
 Best site-Latino_Hispanic_Male     (8)  | Epoch:1 | Val Acc: 0.2338
 Best site-Black_Female             (9)  | Epoch:1 | Val Acc: 0.2667
 Best site-Black_Male               (0)  | Epoch:1 | Val Acc: 0.1970
 Best site-Black_Female             (3)  | Epoch:1 | Val Acc: 0.2474
 Best site-Black_Male               (0)  | Epoch:1 | Val Acc: 0.2587
 Best site-Black_Female             (3)  | Epoch:1 | Val Acc: 0.3128
 Best site-East_Asian_Male          (1)  | Epoch:1 | Val Acc: 0.2927
 Best site-East_Asian_Female        (6)  | Epoch:1 | Val Acc: 0.4545
 Best site-East_Asian_Male          (1)  | Epoch:1 | Val Acc: 0.3034
 Best site-Indian_Female            (3)  | Epoch:1 | Val Acc: 0.2952
 Best site-Indian_Male              (0)  | Epoch:1 | Val Acc: 0.2323
 Best site-Southeast_Asian_Female   (3)  | Epoch:1 | Val Acc: 0.3107
 Best site-Middle_Eastern_Male      (8)  | Epoch:1 | Val Acc: 0.1583
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_gender_cluster_10/ccop_q=1...
============ Train epoch 2 ============
cnt=[2, 6, 1, 2, 3, 6, 4, 1, 1, 3, ]
power_decay: 0.9, powerI: 0.8645, powerC: 0.1355
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.8248 | Train Acc: 0.2778
 Site-White_Female             | Train Loss: 1.8119 | Train Acc: 0.3704
 Site-White_Male               | Train Loss: 1.9216 | Train Acc: 0.3000
 Site-White_Female             | Train Loss: 1.6762 | Train Acc: 0.3966
 Site-White_Male               | Train Loss: 1.9907 | Train Acc: 0.2874
 Site-White_Female             | Train Loss: 1.7790 | Train Acc: 0.3780
 Site-White_Male               | Train Loss: 1.9126 | Train Acc: 0.2340
 Site-White_Female             | Train Loss: 1.8004 | Train Acc: 0.3587
 Site-White_Male               | Train Loss: 1.9324 | Train Acc: 0.2611
 Site-White_Female             | Train Loss: 1.7721 | Train Acc: 0.3756
 Site-Latino_Hispanic_Male     | Train Loss: 1.7991 | Train Acc: 0.1905
 Site-Latino_Hispanic_Female   | Train Loss: 1.9532 | Train Acc: 0.3115
 Site-Latino_Hispanic_Male     | Train Loss: 1.9647 | Train Acc: 0.2418
 Site-Latino_Hispanic_Female   | Train Loss: 1.7976 | Train Acc: 0.2836
 Site-Latino_Hispanic_Male     | Train Loss: 1.8136 | Train Acc: 0.2335
 Site-Latino_Hispanic_Female   | Train Loss: 1.8950 | Train Acc: 0.2966
 Site-Latino_Hispanic_Male     | Train Loss: 1.8915 | Train Acc: 0.2416
 Site-Black_Female             | Train Loss: 1.8240 | Train Acc: 0.3134
 Site-Black_Male               | Train Loss: 2.0096 | Train Acc: 0.1919
 Site-Black_Female             | Train Loss: 1.8143 | Train Acc: 0.3562
 Site-Black_Male               | Train Loss: 1.9651 | Train Acc: 0.2186
 Site-Black_Female             | Train Loss: 1.8719 | Train Acc: 0.3133
 Site-East_Asian_Male          | Train Loss: 1.8757 | Train Acc: 0.3306
 Site-East_Asian_Female        | Train Loss: 1.6824 | Train Acc: 0.4615
 Site-East_Asian_Male          | Train Loss: 1.8278 | Train Acc: 0.3246
 Site-Indian_Female            | Train Loss: 2.0647 | Train Acc: 0.2468
 Site-Indian_Male              | Train Loss: 1.9744 | Train Acc: 0.2241
 Site-Southeast_Asian_Female   | Train Loss: 2.0035 | Train Acc: 0.3158
 Site-Middle_Eastern_Male      | Train Loss: 2.0909 | Train Acc: 0.2099
 Site-White_Male                (8) | Val  Loss: 1.7516 | Val  Acc: 0.5000
 Site-White_Female              (7) | Val  Loss: 1.9534 | Val  Acc: 0.2222
 Site-White_Male                (5) | Val  Loss: 1.9678 | Val  Acc: 0.1923
 Site-White_Female              (1) | Val  Loss: 1.7256 | Val  Acc: 0.3590
 Site-White_Male                (5) | Val  Loss: 1.9651 | Val  Acc: 0.2241
 Site-White_Female              (1) | Val  Loss: 1.7943 | Val  Acc: 0.4000
 Site-White_Male                (5) | Val  Loss: 1.9362 | Val  Acc: 0.2400
 Site-White_Female              (1) | Val  Loss: 1.7794 | Val  Acc: 0.3804
 Site-White_Male                (5) | Val  Loss: 1.8610 | Val  Acc: 0.2694
 Site-White_Female              (1) | Val  Loss: 1.7802 | Val  Acc: 0.3605
 Site-Latino_Hispanic_Male      (5) | Val  Loss: 2.0452 | Val  Acc: 0.3571
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.9617 | Val  Acc: 0.2439
 Site-Latino_Hispanic_Male      (9) | Val  Loss: 1.8405 | Val  Acc: 0.2667
 Site-Latino_Hispanic_Female    (6) | Val  Loss: 1.9308 | Val  Acc: 0.2584
 Site-Latino_Hispanic_Male      (9) | Val  Loss: 1.7844 | Val  Acc: 0.2290
 Site-Latino_Hispanic_Female    (1) | Val  Loss: 1.7317 | Val  Acc: 0.2642
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 1.9137 | Val  Acc: 0.2266
 Site-Black_Female              (4) | Val  Loss: 2.0005 | Val  Acc: 0.2667
 Site-Black_Male                (0) | Val  Loss: 2.3703 | Val  Acc: 0.2576
 Site-Black_Female              (4) | Val  Loss: 1.9298 | Val  Acc: 0.3196
 Site-Black_Male                (0) | Val  Loss: 1.7368 | Val  Acc: 0.2657
 Site-Black_Female              (4) | Val  Loss: 1.8355 | Val  Acc: 0.3081
 Site-East_Asian_Male           (3) | Val  Loss: 1.9674 | Val  Acc: 0.3171
 Site-East_Asian_Female         (6) | Val  Loss: 1.6869 | Val  Acc: 0.4545
 Site-East_Asian_Male           (3) | Val  Loss: 1.8821 | Val  Acc: 0.3371
 Site-Indian_Female             (6) | Val  Loss: 2.0465 | Val  Acc: 0.2762
 Site-Indian_Male               (9) | Val  Loss: 2.0009 | Val  Acc: 0.2323
 Site-Southeast_Asian_Female    (6) | Val  Loss: 2.0808 | Val  Acc: 0.2938
 Site-Middle_Eastern_Male       (5) | Val  Loss: 2.1457 | Val  Acc: 0.1667
Average Valid Accuracy: 0.2927
Aggregated Acc | Val Acc: 0.2975
 Best site-White_Male               (8)  | Epoch:2 | Val Acc: 0.5000
 Best site-White_Female             (7)  | Epoch:2 | Val Acc: 0.2222
 Best site-White_Male               (5)  | Epoch:2 | Val Acc: 0.1923
 Best site-White_Female             (1)  | Epoch:2 | Val Acc: 0.3590
 Best site-White_Male               (5)  | Epoch:2 | Val Acc: 0.2241
 Best site-White_Female             (1)  | Epoch:2 | Val Acc: 0.4000
 Best site-White_Male               (5)  | Epoch:2 | Val Acc: 0.2400
 Best site-White_Female             (1)  | Epoch:2 | Val Acc: 0.3804
 Best site-White_Male               (5)  | Epoch:2 | Val Acc: 0.2694
 Best site-White_Female             (1)  | Epoch:2 | Val Acc: 0.3605
 Best site-Latino_Hispanic_Male     (5)  | Epoch:2 | Val Acc: 0.3571
 Best site-Latino_Hispanic_Female   (1)  | Epoch:2 | Val Acc: 0.2439
 Best site-Latino_Hispanic_Male     (9)  | Epoch:2 | Val Acc: 0.2667
 Best site-Latino_Hispanic_Female   (6)  | Epoch:2 | Val Acc: 0.2584
 Best site-Latino_Hispanic_Male     (9)  | Epoch:2 | Val Acc: 0.2290
 Best site-Latino_Hispanic_Female   (1)  | Epoch:2 | Val Acc: 0.2642
 Best site-Latino_Hispanic_Male     (2)  | Epoch:2 | Val Acc: 0.2266
 Best site-Black_Female             (4)  | Epoch:2 | Val Acc: 0.2667
 Best site-Black_Male               (0)  | Epoch:2 | Val Acc: 0.2576
 Best site-Black_Female             (4)  | Epoch:2 | Val Acc: 0.3196
 Best site-Black_Male               (0)  | Epoch:2 | Val Acc: 0.2657
 Best site-Black_Female             (4)  | Epoch:2 | Val Acc: 0.3081
 Best site-East_Asian_Male          (3)  | Epoch:2 | Val Acc: 0.3171
 Best site-East_Asian_Female        (6)  | Epoch:2 | Val Acc: 0.4545
 Best site-East_Asian_Male          (3)  | Epoch:2 | Val Acc: 0.3371
 Best site-Indian_Female            (6)  | Epoch:2 | Val Acc: 0.2762
 Best site-Indian_Male              (9)  | Epoch:2 | Val Acc: 0.2323
 Best site-Southeast_Asian_Female   (6)  | Epoch:2 | Val Acc: 0.2938
 Best site-Middle_Eastern_Male      (5)  | Epoch:2 | Val Acc: 0.1667
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_gender_cluster_10/ccop_q=1...
============ Train epoch 3 ============
cnt=[1, 6, 1, 1, 6, 5, 1, 2, 3, 3, ]
power_decay: 0.9, powerI: 0.8280, powerC: 0.1720
sum of wi : 1.0000
 Site-White_Male               | Train Loss: 1.8391 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.7453 | Train Acc: 0.4074
 Site-White_Male               | Train Loss: 1.8533 | Train Acc: 0.3750
 Site-White_Female             | Train Loss: 1.6862 | Train Acc: 0.4138
 Site-White_Male               | Train Loss: 1.9888 | Train Acc: 0.2644
 Site-White_Female             | Train Loss: 1.7262 | Train Acc: 0.3780
 Site-White_Male               | Train Loss: 1.8931 | Train Acc: 0.2660
 Site-White_Female             | Train Loss: 1.7951 | Train Acc: 0.3587
 Site-White_Male               | Train Loss: 1.9139 | Train Acc: 0.2808
 Site-White_Female             | Train Loss: 1.7566 | Train Acc: 0.3756
 Site-Latino_Hispanic_Male     | Train Loss: 1.8320 | Train Acc: 0.1905
 Site-Latino_Hispanic_Female   | Train Loss: 1.9085 | Train Acc: 0.2623
 Site-Latino_Hispanic_Male     | Train Loss: 1.9068 | Train Acc: 0.2088
 Site-Latino_Hispanic_Female   | Train Loss: 1.9653 | Train Acc: 0.2910
 Site-Latino_Hispanic_Male     | Train Loss: 1.9735 | Train Acc: 0.2690
 Site-Latino_Hispanic_Female   | Train Loss: 1.8599 | Train Acc: 0.2862
 Site-Latino_Hispanic_Male     | Train Loss: 1.9018 | Train Acc: 0.2440
 Site-Black_Female             | Train Loss: 2.1269 | Train Acc: 0.2388
 Site-Black_Male               | Train Loss: 1.9285 | Train Acc: 0.2222
 Site-Black_Female             | Train Loss: 1.8567 | Train Acc: 0.3288
 Site-Black_Male               | Train Loss: 1.9233 | Train Acc: 0.2605
 Site-Black_Female             | Train Loss: 1.8398 | Train Acc: 0.3133
 Site-East_Asian_Male          | Train Loss: 1.8133 | Train Acc: 0.2984
 Site-East_Asian_Female        | Train Loss: 1.6661 | Train Acc: 0.4505
 Site-East_Asian_Male          | Train Loss: 1.8548 | Train Acc: 0.3060
 Site-Indian_Female            | Train Loss: 2.0227 | Train Acc: 0.2595
 Site-Indian_Male              | Train Loss: 1.9078 | Train Acc: 0.2284
 Site-Southeast_Asian_Female   | Train Loss: 1.9536 | Train Acc: 0.3271
 Site-Middle_Eastern_Male      | Train Loss: 2.0351 | Train Acc: 0.2155
 Site-White_Male                (0) | Val  Loss: 1.7070 | Val  Acc: 0.4167
 Site-White_Female              (6) | Val  Loss: 1.9317 | Val  Acc: 0.2778
 Site-White_Male                (4) | Val  Loss: 1.9721 | Val  Acc: 0.2308
 Site-White_Female              (3) | Val  Loss: 1.7167 | Val  Acc: 0.4103
 Site-White_Male                (4) | Val  Loss: 1.9013 | Val  Acc: 0.2414
 Site-White_Female              (9) | Val  Loss: 1.7592 | Val  Acc: 0.3882
 Site-White_Male                (4) | Val  Loss: 1.8946 | Val  Acc: 0.2720
 Site-White_Female              (9) | Val  Loss: 1.7832 | Val  Acc: 0.3804
 Site-White_Male                (4) | Val  Loss: 1.8352 | Val  Acc: 0.2731
 Site-White_Female              (9) | Val  Loss: 1.7703 | Val  Acc: 0.3741
 Site-Latino_Hispanic_Male      (4) | Val  Loss: 1.9818 | Val  Acc: 0.2500
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.9595 | Val  Acc: 0.2683
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.8161 | Val  Acc: 0.3500
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.8950 | Val  Acc: 0.2584
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.7707 | Val  Acc: 0.1832
 Site-Latino_Hispanic_Female    (5) | Val  Loss: 1.7379 | Val  Acc: 0.2228
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.8890 | Val  Acc: 0.2158
 Site-Black_Female              (8) | Val  Loss: 1.9885 | Val  Acc: 0.2889
 Site-Black_Male                (1) | Val  Loss: 2.1687 | Val  Acc: 0.2576
 Site-Black_Female              (8) | Val  Loss: 1.9045 | Val  Acc: 0.2887
 Site-Black_Male                (1) | Val  Loss: 1.7142 | Val  Acc: 0.2867
 Site-Black_Female              (8) | Val  Loss: 1.8059 | Val  Acc: 0.2986
 Site-East_Asian_Male           (7) | Val  Loss: 1.9035 | Val  Acc: 0.3537
 Site-East_Asian_Female         (5) | Val  Loss: 1.6572 | Val  Acc: 0.4545
 Site-East_Asian_Male           (7) | Val  Loss: 1.8478 | Val  Acc: 0.3090
 Site-Indian_Female             (2) | Val  Loss: 2.0282 | Val  Acc: 0.2952
 Site-Indian_Male               (1) | Val  Loss: 1.9643 | Val  Acc: 0.2387
 Site-Southeast_Asian_Female    (5) | Val  Loss: 2.0439 | Val  Acc: 0.2712
 Site-Middle_Eastern_Male       (4) | Val  Loss: 2.0952 | Val  Acc: 0.1750
Average Valid Accuracy: 0.2942
Aggregated Acc | Val Acc: 0.3195
 Best site-White_Male               (0)  | Epoch:3 | Val Acc: 0.4167
