===2023-06-07 21:18:25===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0.8
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
data_number=[18,26,39,57,85,125,183,270,397,584,41,60,89,131,192,283,416,66,97,143,210,309,121,178,262,154,227,259,176,]
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[2980,2027,1378,937,637,433,294,]
domain number = 7
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[6, 7, 2, 4, 5, 4, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
enlarge weight of clients:[quan_i=1.00, quan_c=1.00
]
 Site-White                    | Train Loss: 1.6686 | Train Acc: 0.3889
 Best site-Latino_Hispanic          (5)  | Epoch:0 | Val Acc: 0.2578
 Best site-Latino_Hispanic          (4)  | Epoch:0 | Val Acc: 0.2660
 Best site-Latino_Hispanic          (4)  | Epoch:0 | Val Acc: 0.2744
 Best site-Black                    (1)  | Epoch:0 | Val Acc: 0.2045
 Best site-Black                    (1)  | Epoch:0 | Val Acc: 0.2188
 Best site-Black                    (1)  | Epoch:0 | Val Acc: 0.2632
 Best site-Black                    (1)  | Epoch:0 | Val Acc: 0.2714
 Best site-Black                    (1)  | Epoch:0 | Val Acc: 0.2524
 Best site-East_Asian               (3)  | Epoch:0 | Val Acc: 0.4125
 Best site-East_Asian               (3)  | Epoch:0 | Val Acc: 0.3898
 Best site-East_Asian               (3)  | Epoch:0 | Val Acc: 0.3851
 Best site-Indian                   (1)  | Epoch:0 | Val Acc: 0.2353
 Best site-Indian                   (1)  | Epoch:0 | Val Acc: 0.2318
 Best site-Southeast_Asian          (5)  | Epoch:0 | Val Acc: 0.3237
 Best site-Middle_Eastern           (2)  | Epoch:0 | Val Acc: 0.2564
 Saving the gmap checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_random_dis_cluster_7_relu/ccop_q=1_gmap...
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_random_dis_cluster_7_relu/ccop_q=1...
============ Train epoch 1 ============
cnt=[1, 4, 5, 4, 5, 3, 7, ]
power_decay: 0.9, powerI: 0.9050, powerC: 0.0950
enlarge weight of clients:[quan_i=2.04, quan_c=2.01
25, 26, ]
 Site-White                    | Train Loss: 1.6276 | Train Acc: 0.3889
 Site-White                    | Train Loss: 2.0607 | Train Acc: 0.3077
 Site-White                    | Train Loss: 1.6563 | Train Acc: 0.3846
 Site-White                    | Train Loss: 1.7485 | Train Acc: 0.3158
 Site-White                    | Train Loss: 1.7979 | Train Acc: 0.4000
 Site-White                    | Train Loss: 1.7942 | Train Acc: 0.3680
 Site-White                    | Train Loss: 1.7703 | Train Acc: 0.3388
 Site-White                    | Train Loss: 1.7971 | Train Acc: 0.3333
 Site-White                    | Train Loss: 1.7655 | Train Acc: 0.3451
 Site-White                    | Train Loss: 1.7974 | Train Acc: 0.3527
 Site-Latino_Hispanic          | Train Loss: 1.9889 | Train Acc: 0.2683
 Site-Latino_Hispanic          | Train Loss: 1.9058 | Train Acc: 0.2833
 Site-Latino_Hispanic          | Train Loss: 1.8669 | Train Acc: 0.3371
 Site-Latino_Hispanic          | Train Loss: 1.9179 | Train Acc: 0.2977
 Site-Latino_Hispanic          | Train Loss: 1.9329 | Train Acc: 0.2760
 Site-Latino_Hispanic          | Train Loss: 1.8578 | Train Acc: 0.2792
 Site-Latino_Hispanic          | Train Loss: 1.8813 | Train Acc: 0.2596
 Site-Black                    | Train Loss: 2.1809 | Train Acc: 0.2121
 Site-Black                    | Train Loss: 1.6671 | Train Acc: 0.2784
 Site-Black                    | Train Loss: 2.0193 | Train Acc: 0.1958
 Site-Black                    | Train Loss: 1.8931 | Train Acc: 0.2857
 Site-Black                    | Train Loss: 1.9393 | Train Acc: 0.2395
 Site-East_Asian               | Train Loss: 1.7231 | Train Acc: 0.4298
 Site-East_Asian               | Train Loss: 1.7835 | Train Acc: 0.3708
 Site-East_Asian               | Train Loss: 1.7524 | Train Acc: 0.3931
 Site-Indian                   | Train Loss: 2.0144 | Train Acc: 0.2727
 Site-Indian                   | Train Loss: 2.0404 | Train Acc: 0.2599
 Site-Southeast_Asian          | Train Loss: 2.0517 | Train Acc: 0.3127
 Site-Middle_Eastern           | Train Loss: 1.9568 | Train Acc: 0.2841
 Site-White                     (0) | Val  Loss: 2.1289 | Val  Acc: 0.1667
 Site-White                     (6) | Val  Loss: 1.5033 | Val  Acc: 0.4706
 Site-White                     (3) | Val  Loss: 1.6305 | Val  Acc: 0.4615
 Site-White                     (6) | Val  Loss: 1.6275 | Val  Acc: 0.3684
 Site-White                     (3) | Val  Loss: 1.7237 | Val  Acc: 0.4107
 Site-White                     (6) | Val  Loss: 1.7551 | Val  Acc: 0.3855
 Site-White                     (6) | Val  Loss: 1.8057 | Val  Acc: 0.3361
 Site-White                     (3) | Val  Loss: 1.7606 | Val  Acc: 0.3333
 Site-White                     (6) | Val  Loss: 1.8405 | Val  Acc: 0.3371
 Site-White                     (6) | Val  Loss: 1.8758 | Val  Acc: 0.3548
 Site-Latino_Hispanic           (2) | Val  Loss: 1.7959 | Val  Acc: 0.2963
 Site-Latino_Hispanic           (5) | Val  Loss: 1.6943 | Val  Acc: 0.3750
 Site-Latino_Hispanic           (3) | Val  Loss: 1.8595 | Val  Acc: 0.3051
 Site-Latino_Hispanic           (5) | Val  Loss: 1.8722 | Val  Acc: 0.2989
 Site-Latino_Hispanic           (5) | Val  Loss: 1.9240 | Val  Acc: 0.2812
 Site-Latino_Hispanic           (2) | Val  Loss: 1.8846 | Val  Acc: 0.2872
 Site-Latino_Hispanic           (2) | Val  Loss: 1.8819 | Val  Acc: 0.2924
 Site-Black                     (4) | Val  Loss: 2.0839 | Val  Acc: 0.1818
 Site-Black                     (4) | Val  Loss: 1.9298 | Val  Acc: 0.2500
 Site-Black                     (4) | Val  Loss: 1.9798 | Val  Acc: 0.2421
 Site-Black                     (4) | Val  Loss: 1.8328 | Val  Acc: 0.2857
 Site-Black                     (4) | Val  Loss: 1.8886 | Val  Acc: 0.2864
 Site-East_Asian                (1) | Val  Loss: 1.7793 | Val  Acc: 0.4000
 Site-East_Asian                (1) | Val  Loss: 1.6521 | Val  Acc: 0.4322
 Site-East_Asian                (1) | Val  Loss: 1.8017 | Val  Acc: 0.3851
 Site-Indian                    (2) | Val  Loss: 2.0739 | Val  Acc: 0.2451
 Site-Indian                    (2) | Val  Loss: 2.0345 | Val  Acc: 0.2318
 Site-Southeast_Asian           (1) | Val  Loss: 1.9692 | Val  Acc: 0.3295
 Site-Middle_Eastern            (6) | Val  Loss: 1.8662 | Val  Acc: 0.2991
Average Valid Accuracy: 0.3217
 Best site-White                    (0)  | Epoch:1 | Val Acc: 0.1667
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.4706
 Best site-White                    (3)  | Epoch:1 | Val Acc: 0.4615
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.3684
 Best site-White                    (3)  | Epoch:1 | Val Acc: 0.4107
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.3855
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.3361
 Best site-White                    (3)  | Epoch:1 | Val Acc: 0.3333
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.3371
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.3548
 Best site-Latino_Hispanic          (2)  | Epoch:1 | Val Acc: 0.2963
 Best site-Latino_Hispanic          (5)  | Epoch:1 | Val Acc: 0.3750
 Best site-Latino_Hispanic          (3)  | Epoch:1 | Val Acc: 0.3051
 Best site-Latino_Hispanic          (5)  | Epoch:1 | Val Acc: 0.2989
 Best site-Latino_Hispanic          (5)  | Epoch:1 | Val Acc: 0.2812
 Best site-Latino_Hispanic          (2)  | Epoch:1 | Val Acc: 0.2872
 Best site-Latino_Hispanic          (2)  | Epoch:1 | Val Acc: 0.2924
 Best site-Black                    (4)  | Epoch:1 | Val Acc: 0.1818
 Best site-Black                    (4)  | Epoch:1 | Val Acc: 0.2500
 Best site-Black                    (4)  | Epoch:1 | Val Acc: 0.2421
 Best site-Black                    (4)  | Epoch:1 | Val Acc: 0.2857
 Best site-Black                    (4)  | Epoch:1 | Val Acc: 0.2864
 Best site-East_Asian               (1)  | Epoch:1 | Val Acc: 0.4000
 Best site-East_Asian               (1)  | Epoch:1 | Val Acc: 0.4322
 Best site-East_Asian               (1)  | Epoch:1 | Val Acc: 0.3851
 Best site-Indian                   (2)  | Epoch:1 | Val Acc: 0.2451
 Best site-Indian                   (2)  | Epoch:1 | Val Acc: 0.2318
 Best site-Southeast_Asian          (1)  | Epoch:1 | Val Acc: 0.3295
 Best site-Middle_Eastern           (6)  | Epoch:1 | Val Acc: 0.2991
 Saving the gmap checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_random_dis_cluster_7_relu/ccop_q=1_gmap...
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_random_dis_cluster_7_relu/ccop_q=1...
============ Train epoch 2 ============
cnt=[1, 13, 5, 1, 1, 1, 7, ]
power_decay: 0.9, powerI: 0.8645, powerC: 0.1355
enlarge weight of clients:[quan_i=2.02, quan_c=1.92
1, 17, 19, ]
 Site-White                    | Train Loss: 1.5972 | Train Acc: 0.4444
 Site-White                    | Train Loss: 1.9339 | Train Acc: 0.2692
 Site-White                    | Train Loss: 1.6777 | Train Acc: 0.3333
 Site-White                    | Train Loss: 1.7680 | Train Acc: 0.3158
 Site-White                    | Train Loss: 1.7635 | Train Acc: 0.3882
 Site-White                    | Train Loss: 1.7420 | Train Acc: 0.3680
 Site-White                    | Train Loss: 1.7644 | Train Acc: 0.3224
 Site-White                    | Train Loss: 1.7685 | Train Acc: 0.3444
 Site-White                    | Train Loss: 1.7168 | Train Acc: 0.3829
 Site-White                    | Train Loss: 1.7278 | Train Acc: 0.3664
 Site-Latino_Hispanic          | Train Loss: 2.0600 | Train Acc: 0.2683
 Site-Latino_Hispanic          | Train Loss: 1.8818 | Train Acc: 0.2333
 Site-Latino_Hispanic          | Train Loss: 1.8463 | Train Acc: 0.3596
 Site-Latino_Hispanic          | Train Loss: 1.6952 | Train Acc: 0.2748
 Site-Latino_Hispanic          | Train Loss: 1.8875 | Train Acc: 0.2865
 Site-Latino_Hispanic          | Train Loss: 1.8163 | Train Acc: 0.3039
 Site-Latino_Hispanic          | Train Loss: 1.8324 | Train Acc: 0.2740
 Site-Black                    | Train Loss: 1.8195 | Train Acc: 0.2424
 Site-Black                    | Train Loss: 1.9675 | Train Acc: 0.2887
 Site-Black                    | Train Loss: 1.9592 | Train Acc: 0.2238
 Site-Black                    | Train Loss: 1.8608 | Train Acc: 0.3048
 Site-Black                    | Train Loss: 1.9059 | Train Acc: 0.2492
 Site-East_Asian               | Train Loss: 1.7026 | Train Acc: 0.3802
 Site-East_Asian               | Train Loss: 1.7512 | Train Acc: 0.3820
 Site-East_Asian               | Train Loss: 1.7295 | Train Acc: 0.3893
 Site-Indian                   | Train Loss: 1.9432 | Train Acc: 0.2597
 Site-Indian                   | Train Loss: 1.9963 | Train Acc: 0.2511
 Site-Southeast_Asian          | Train Loss: 1.8992 | Train Acc: 0.3050
 Site-Middle_Eastern           | Train Loss: 1.8750 | Train Acc: 0.3182
 Site-White                     (5) | Val  Loss: 2.0627 | Val  Acc: 0.2500
 Site-White                     (3) | Val  Loss: 1.5175 | Val  Acc: 0.5294
 Site-White                     (1) | Val  Loss: 1.5846 | Val  Acc: 0.4231
 Site-White                     (1) | Val  Loss: 1.5931 | Val  Acc: 0.3684
 Site-White                     (1) | Val  Loss: 1.6738 | Val  Acc: 0.3929
 Site-White                     (1) | Val  Loss: 1.7016 | Val  Acc: 0.4096
 Site-White                     (1) | Val  Loss: 1.7454 | Val  Acc: 0.3525
 Site-White                     (1) | Val  Loss: 1.7353 | Val  Acc: 0.3444
 Site-White                     (4) | Val  Loss: 1.8072 | Val  Acc: 0.3409
 Site-White                     (1) | Val  Loss: 1.8305 | Val  Acc: 0.3265
 Site-Latino_Hispanic           (6) | Val  Loss: 1.7456 | Val  Acc: 0.2963
 Site-Latino_Hispanic           (6) | Val  Loss: 1.6899 | Val  Acc: 0.3250
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8544 | Val  Acc: 0.2542
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8721 | Val  Acc: 0.3563
 Site-Latino_Hispanic           (6) | Val  Loss: 1.8779 | Val  Acc: 0.2891
 Site-Latino_Hispanic           (6) | Val  Loss: 1.8467 | Val  Acc: 0.2979
 Site-Latino_Hispanic           (0) | Val  Loss: 1.8436 | Val  Acc: 0.2996
 Site-Black                     (2) | Val  Loss: 1.9975 | Val  Acc: 0.2045
 Site-Black                     (2) | Val  Loss: 1.9233 | Val  Acc: 0.2500
 Site-Black                     (2) | Val  Loss: 1.9593 | Val  Acc: 0.2737
 Site-Black                     (2) | Val  Loss: 1.8058 | Val  Acc: 0.3000
 Site-Black                     (2) | Val  Loss: 1.8769 | Val  Acc: 0.2718
 Site-East_Asian                (6) | Val  Loss: 1.7646 | Val  Acc: 0.4250
 Site-East_Asian                (6) | Val  Loss: 1.6308 | Val  Acc: 0.4407
 Site-East_Asian                (1) | Val  Loss: 1.7480 | Val  Acc: 0.3506
 Site-Indian                    (1) | Val  Loss: 2.0298 | Val  Acc: 0.2353
 Site-Indian                    (6) | Val  Loss: 1.9910 | Val  Acc: 0.2517
 Site-Southeast_Asian           (1) | Val  Loss: 1.9376 | Val  Acc: 0.3121
 Site-Middle_Eastern            (1) | Val  Loss: 1.7931 | Val  Acc: 0.2991
Average Valid Accuracy: 0.3266
 Best site-White                    (5)  | Epoch:2 | Val Acc: 0.2500
 Best site-White                    (3)  | Epoch:2 | Val Acc: 0.5294
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.4231
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.3684
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.3929
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.4096
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.3525
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.3444
 Best site-White                    (4)  | Epoch:2 | Val Acc: 0.3409
 Best site-White                    (1)  | Epoch:2 | Val Acc: 0.3265
 Best site-Latino_Hispanic          (6)  | Epoch:2 | Val Acc: 0.2963
 Best site-Latino_Hispanic          (6)  | Epoch:2 | Val Acc: 0.3250
 Best site-Latino_Hispanic          (1)  | Epoch:2 | Val Acc: 0.2542
 Best site-Latino_Hispanic          (1)  | Epoch:2 | Val Acc: 0.3563
 Best site-Latino_Hispanic          (6)  | Epoch:2 | Val Acc: 0.2891
 Best site-Latino_Hispanic          (6)  | Epoch:2 | Val Acc: 0.2979
 Best site-Latino_Hispanic          (0)  | Epoch:2 | Val Acc: 0.2996
 Best site-Black                    (2)  | Epoch:2 | Val Acc: 0.2045
 Best site-Black                    (2)  | Epoch:2 | Val Acc: 0.2500
 Best site-Black                    (2)  | Epoch:2 | Val Acc: 0.2737
 Best site-Black                    (2)  | Epoch:2 | Val Acc: 0.3000
 Best site-Black                    (2)  | Epoch:2 | Val Acc: 0.2718
 Best site-East_Asian               (6)  | Epoch:2 | Val Acc: 0.4250
 Best site-East_Asian               (6)  | Epoch:2 | Val Acc: 0.4407
 Best site-East_Asian               (1)  | Epoch:2 | Val Acc: 0.3506
 Best site-Indian                   (1)  | Epoch:2 | Val Acc: 0.2353
 Best site-Indian                   (6)  | Epoch:2 | Val Acc: 0.2517
 Best site-Southeast_Asian          (1)  | Epoch:2 | Val Acc: 0.3121
 Best site-Middle_Eastern           (1)  | Epoch:2 | Val Acc: 0.2991
 Saving the gmap checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_random_dis_cluster_7_relu/ccop_q=1_gmap...
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_random_dis_cluster_7_relu/ccop_q=1...
============ Train epoch 3 ============
cnt=[9, 8, 4, 5, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.8280, powerC: 0.1720
enlarge weight of clients:[quan_i=1.94, quan_c=1.90
1, 10, ]
 Site-White                    | Train Loss: 1.5891 | Train Acc: 0.3333
 Site-White                    | Train Loss: 1.8761 | Train Acc: 0.2692
 Site-White                    | Train Loss: 1.7751 | Train Acc: 0.3846
 Site-White                    | Train Loss: 1.6811 | Train Acc: 0.3860
 Site-White                    | Train Loss: 1.6910 | Train Acc: 0.4471
 Site-White                    | Train Loss: 1.7029 | Train Acc: 0.3520
 Site-White                    | Train Loss: 1.6867 | Train Acc: 0.3661
 Site-White                    | Train Loss: 1.7057 | Train Acc: 0.3667
 Site-White                    | Train Loss: 1.6840 | Train Acc: 0.3778
 Site-White                    | Train Loss: 1.6768 | Train Acc: 0.3870
 Site-Latino_Hispanic          | Train Loss: 1.9237 | Train Acc: 0.2195
 Site-Latino_Hispanic          | Train Loss: 1.8590 | Train Acc: 0.2333
 Site-Latino_Hispanic          | Train Loss: 1.8133 | Train Acc: 0.3146
 Site-Latino_Hispanic          | Train Loss: 1.7389 | Train Acc: 0.2824
 Site-Latino_Hispanic          | Train Loss: 1.7899 | Train Acc: 0.3177
 Site-Latino_Hispanic          | Train Loss: 1.7543 | Train Acc: 0.3392
 Site-Latino_Hispanic          | Train Loss: 1.7429 | Train Acc: 0.3101
 Site-Black                    | Train Loss: 2.0187 | Train Acc: 0.2576
 Site-Black                    | Train Loss: 1.7540 | Train Acc: 0.3196
 Site-Black                    | Train Loss: 1.9615 | Train Acc: 0.2308
 Site-Black                    | Train Loss: 1.8371 | Train Acc: 0.2714
 Site-Black                    | Train Loss: 1.8424 | Train Acc: 0.2589
 Site-East_Asian               | Train Loss: 1.6485 | Train Acc: 0.4132
 Site-East_Asian               | Train Loss: 1.6760 | Train Acc: 0.3708
 Site-East_Asian               | Train Loss: 1.6530 | Train Acc: 0.3893
 Site-Indian                   | Train Loss: 1.8447 | Train Acc: 0.3052
 Site-Indian                   | Train Loss: 1.8891 | Train Acc: 0.2952
 Site-Southeast_Asian          | Train Loss: 1.8554 | Train Acc: 0.3089
 Site-Middle_Eastern           | Train Loss: 1.7755 | Train Acc: 0.3239
 Site-White                     (4) | Val  Loss: 1.8785 | Val  Acc: 0.3333
 Site-White                     (5) | Val  Loss: 1.5035 | Val  Acc: 0.4706
 Site-White                     (1) | Val  Loss: 1.5476 | Val  Acc: 0.5385
 Site-White                     (1) | Val  Loss: 1.4879 | Val  Acc: 0.4737
 Site-White                     (1) | Val  Loss: 1.6568 | Val  Acc: 0.3393
 Site-White                     (1) | Val  Loss: 1.6630 | Val  Acc: 0.3494
 Site-White                     (1) | Val  Loss: 1.6816 | Val  Acc: 0.3361
 Site-White                     (1) | Val  Loss: 1.6527 | Val  Acc: 0.3889
 Site-White                     (1) | Val  Loss: 1.7219 | Val  Acc: 0.3636
 Site-White                     (1) | Val  Loss: 1.7460 | Val  Acc: 0.3779
 Site-Latino_Hispanic           (6) | Val  Loss: 1.7318 | Val  Acc: 0.3704
 Site-Latino_Hispanic           (2) | Val  Loss: 1.7328 | Val  Acc: 0.2750
 Site-Latino_Hispanic           (3) | Val  Loss: 1.7630 | Val  Acc: 0.3220
 Site-Latino_Hispanic           (3) | Val  Loss: 1.7819 | Val  Acc: 0.2989
 Site-Latino_Hispanic           (3) | Val  Loss: 1.7963 | Val  Acc: 0.2891
 Site-Latino_Hispanic           (0) | Val  Loss: 1.7780 | Val  Acc: 0.2660
 Site-Latino_Hispanic           (0) | Val  Loss: 1.7722 | Val  Acc: 0.3394
 Site-Black                     (0) | Val  Loss: 1.8434 | Val  Acc: 0.2727
 Site-Black                     (0) | Val  Loss: 1.8315 | Val  Acc: 0.2500
 Site-Black                     (0) | Val  Loss: 1.8919 | Val  Acc: 0.2421
 Site-Black                     (0) | Val  Loss: 1.7485 | Val  Acc: 0.3214
 Site-Black                     (0) | Val  Loss: 1.8401 | Val  Acc: 0.3058
 Site-East_Asian                (2) | Val  Loss: 1.6893 | Val  Acc: 0.3750
 Site-East_Asian                (3) | Val  Loss: 1.5675 | Val  Acc: 0.4322
 Site-East_Asian                (2) | Val  Loss: 1.6617 | Val  Acc: 0.4195
 Site-Indian                    (0) | Val  Loss: 1.8983 | Val  Acc: 0.2941
 Site-Indian                    (0) | Val  Loss: 1.8784 | Val  Acc: 0.2848
 Site-Southeast_Asian           (2) | Val  Loss: 1.8550 | Val  Acc: 0.3237
 Site-Middle_Eastern            (3) | Val  Loss: 1.7087 | Val  Acc: 0.4017
Average Valid Accuracy: 0.3467
 Best site-White                    (4)  | Epoch:3 | Val Acc: 0.3333
 Best site-White                    (5)  | Epoch:3 | Val Acc: 0.4706
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.5385
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.4737
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.3393
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.3494
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.3361
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.3889
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.3636
 Best site-White                    (1)  | Epoch:3 | Val Acc: 0.3779
 Best site-Latino_Hispanic          (6)  | Epoch:3 | Val Acc: 0.3704
 Best site-Latino_Hispanic          (2)  | Epoch:3 | Val Acc: 0.2750
 Best site-Latino_Hispanic          (3)  | Epoch:3 | Val Acc: 0.3220
