===2023-05-30 21:20:49===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 14
    quantile: 0.7
    std_rw: False
    gender_label: False
    binary_race: False
data_number=[18,27,40,58,87,127,188,276,406,442,42,61,91,134,197,290,418,67,99,146,215,316,124,182,268,158,232,266,181,]
client_nums=[10,7,5,3,2,1,1,]
domain number = 14
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[3, 6, 4, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
min_w=0.00349, quan_i=1.00, quan_c=1.00
minimize weight of clients:[]
 Site-White_Male               | Train Loss: 1.9185 | Train Acc: 0.2778
 Site-Latino_Hispanic_Male      (4) | Val  Loss: 1.9123 | Val  Acc: 0.2302
 Site-Black_Female              (11)| Val  Loss: 2.0354 | Val  Acc: 0.2222
 Site-Black_Male                (3) | Val  Loss: 2.2861 | Val  Acc: 0.2273
 Site-Black_Female              (5) | Val  Loss: 1.9738 | Val  Acc: 0.2268
 Site-Black_Male                (3) | Val  Loss: 1.7726 | Val  Acc: 0.2587
 Site-Black_Female              (5) | Val  Loss: 1.8583 | Val  Acc: 0.3175
 Site-East_Asian_Male           (8) | Val  Loss: 2.0257 | Val  Acc: 0.3049
 Site-East_Asian_Female         (1) | Val  Loss: 1.7299 | Val  Acc: 0.4380
 Site-East_Asian_Male           (8) | Val  Loss: 1.9311 | Val  Acc: 0.3034
 Site-Indian_Female             (5) | Val  Loss: 2.0573 | Val  Acc: 0.2857
 Site-Indian_Male               (13)| Val  Loss: 2.0205 | Val  Acc: 0.2452
 Site-Southeast_Asian_Female    (5) | Val  Loss: 2.0832 | Val  Acc: 0.2938
 Site-Middle_Eastern_Male       (9) | Val  Loss: 2.1421 | Val  Acc: 0.1667
Average Valid Accuracy: 0.2881
Aggregated Acc | Val Acc: 0.2801
============ Train epoch 2 ============
cnt=[2, 1, 1, 1, 5, 1, 3, 6, 3, 1, 1, 1, 2, 1, ]
power_decay: 0.9, powerI: 0.8645, powerC: 0.1355
min_w=0.01197, quan_i=1.96, quan_c=1.97
minimize weight of clients:[0, 1, 2, 3, 5, 7, 9, 10, 14, 15, 19, 21, 23, ]
 Site-White_Male               | Train Loss: 1.8112 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.8348 | Train Acc: 0.3704
 Site-White_Male               | Train Loss: 1.9171 | Train Acc: 0.3000
 Site-White_Female             | Train Loss: 1.7032 | Train Acc: 0.3966
 Site-White_Male               | Train Loss: 1.9854 | Train Acc: 0.2874
 Site-White_Female             | Train Loss: 1.8006 | Train Acc: 0.3543
 Site-White_Male               | Train Loss: 1.9079 | Train Acc: 0.2500
 Site-White_Female             | Train Loss: 1.8187 | Train Acc: 0.3623
 Site-White_Male               | Train Loss: 1.9216 | Train Acc: 0.2685
 Site-White_Female             | Train Loss: 1.7964 | Train Acc: 0.3710
 Site-Latino_Hispanic_Male     | Train Loss: 1.7986 | Train Acc: 0.2143
 Site-Latino_Hispanic_Female   | Train Loss: 1.9570 | Train Acc: 0.2623
 Site-Latino_Hispanic_Male     | Train Loss: 1.9442 | Train Acc: 0.2637
 Site-Latino_Hispanic_Female   | Train Loss: 1.8133 | Train Acc: 0.2836
 Site-Latino_Hispanic_Male     | Train Loss: 1.8116 | Train Acc: 0.2538
 Site-Latino_Hispanic_Female   | Train Loss: 1.9022 | Train Acc: 0.2966
 Site-Latino_Hispanic_Male     | Train Loss: 1.8720 | Train Acc: 0.2344
 Site-Black_Female             | Train Loss: 1.8308 | Train Acc: 0.3582
 Site-Black_Male               | Train Loss: 2.0094 | Train Acc: 0.1717
 Site-Black_Female             | Train Loss: 1.8298 | Train Acc: 0.3630
 Site-Black_Male               | Train Loss: 1.9670 | Train Acc: 0.2279
 Site-Black_Female             | Train Loss: 1.8837 | Train Acc: 0.3291
 Site-East_Asian_Male          | Train Loss: 1.8840 | Train Acc: 0.3226
 Site-East_Asian_Female        | Train Loss: 1.7120 | Train Acc: 0.4451
 Site-East_Asian_Male          | Train Loss: 1.8410 | Train Acc: 0.2985
 Site-Indian_Female            | Train Loss: 2.0537 | Train Acc: 0.2532
 Site-Indian_Male              | Train Loss: 1.9666 | Train Acc: 0.2284
 Site-Southeast_Asian_Female   | Train Loss: 2.0070 | Train Acc: 0.3045
 Site-Middle_Eastern_Male      | Train Loss: 2.0754 | Train Acc: 0.2099
 Site-White_Male                (11)| Val  Loss: 1.7860 | Val  Acc: 0.4167
 Site-White_Female              (10)| Val  Loss: 1.9579 | Val  Acc: 0.2778
 Site-White_Male                (13)| Val  Loss: 1.9410 | Val  Acc: 0.1923
 Site-White_Female              (4) | Val  Loss: 1.7521 | Val  Acc: 0.3333
 Site-White_Male                (5) | Val  Loss: 1.9538 | Val  Acc: 0.2069
 Site-White_Female              (4) | Val  Loss: 1.8144 | Val  Acc: 0.3882
 Site-White_Male                (7) | Val  Loss: 1.9285 | Val  Acc: 0.2400
 Site-White_Female              (4) | Val  Loss: 1.8001 | Val  Acc: 0.3859
 Site-White_Male                (7) | Val  Loss: 1.8607 | Val  Acc: 0.2989
 Site-White_Female              (4) | Val  Loss: 1.8000 | Val  Acc: 0.3469
 Site-Latino_Hispanic_Male      (2) | Val  Loss: 2.0356 | Val  Acc: 0.2857
 Site-Latino_Hispanic_Female    (9) | Val  Loss: 1.9584 | Val  Acc: 0.2439
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.8381 | Val  Acc: 0.2667
 Site-Latino_Hispanic_Female    (6) | Val  Loss: 1.9278 | Val  Acc: 0.2472
 Site-Latino_Hispanic_Male      (12)| Val  Loss: 1.7924 | Val  Acc: 0.2061
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.7539 | Val  Acc: 0.2591
 Site-Latino_Hispanic_Male      (7) | Val  Loss: 1.8930 | Val  Acc: 0.2410
 Site-Black_Female              (8) | Val  Loss: 1.9982 | Val  Acc: 0.2000
 Site-Black_Male                (0) | Val  Loss: 2.3546 | Val  Acc: 0.2727
 Site-Black_Female              (8) | Val  Loss: 1.9332 | Val  Acc: 0.3196
 Site-Black_Male                (0) | Val  Loss: 1.7566 | Val  Acc: 0.2587
 Site-Black_Female              (8) | Val  Loss: 1.8539 | Val  Acc: 0.2986
 Site-East_Asian_Male           (7) | Val  Loss: 1.9652 | Val  Acc: 0.3293
 Site-East_Asian_Female         (1) | Val  Loss: 1.7183 | Val  Acc: 0.4545
 Site-East_Asian_Male           (7) | Val  Loss: 1.8912 | Val  Acc: 0.3202
 Site-Indian_Female             (6) | Val  Loss: 2.0452 | Val  Acc: 0.2952
 Site-Indian_Male               (12)| Val  Loss: 1.9945 | Val  Acc: 0.2258
 Site-Southeast_Asian_Female    (6) | Val  Loss: 2.0803 | Val  Acc: 0.2938
 Site-Middle_Eastern_Male       (7) | Val  Loss: 2.1307 | Val  Acc: 0.1667
Average Valid Accuracy: 0.2852
Aggregated Acc | Val Acc: 0.2847
============ Train epoch 3 ============
cnt=[3, 6, 1, 1, 6, 2, 1, 1, 2, 1, 1, 1, 2, 1, ]
power_decay: 0.9, powerI: 0.8280, powerC: 0.1720
min_w=0.01154, quan_i=1.95, quan_c=1.93
minimize weight of clients:[0, 1, 2, 3, 5, 7, 9, 10, 14, 16, 17, 19, 21, ]
 Site-White_Male               | Train Loss: 1.8391 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.7527 | Train Acc: 0.4074
 Site-White_Male               | Train Loss: 1.8643 | Train Acc: 0.2500
 Site-White_Female             | Train Loss: 1.7036 | Train Acc: 0.4138
 Site-White_Male               | Train Loss: 1.9920 | Train Acc: 0.2644
 Site-White_Female             | Train Loss: 1.7443 | Train Acc: 0.3780
 Site-White_Male               | Train Loss: 1.8953 | Train Acc: 0.2606
 Site-White_Female             | Train Loss: 1.8098 | Train Acc: 0.3768
 Site-White_Male               | Train Loss: 1.9150 | Train Acc: 0.2759
 Site-White_Female             | Train Loss: 1.7768 | Train Acc: 0.3756
 Site-Latino_Hispanic_Male     | Train Loss: 1.8385 | Train Acc: 0.1190
 Site-Latino_Hispanic_Female   | Train Loss: 1.9042 | Train Acc: 0.2787
 Site-Latino_Hispanic_Male     | Train Loss: 1.9100 | Train Acc: 0.1868
 Site-Latino_Hispanic_Female   | Train Loss: 1.9561 | Train Acc: 0.3060
 Site-Latino_Hispanic_Male     | Train Loss: 1.9753 | Train Acc: 0.2589
 Site-Latino_Hispanic_Female   | Train Loss: 1.8638 | Train Acc: 0.2897
 Site-Latino_Hispanic_Male     | Train Loss: 1.9025 | Train Acc: 0.2440
 Site-Black_Female             | Train Loss: 2.1187 | Train Acc: 0.2537
 Site-Black_Male               | Train Loss: 1.9217 | Train Acc: 0.2525
 Site-Black_Female             | Train Loss: 1.8591 | Train Acc: 0.3493
 Site-Black_Male               | Train Loss: 1.9219 | Train Acc: 0.2326
 Site-Black_Female             | Train Loss: 1.8483 | Train Acc: 0.3228
 Site-East_Asian_Male          | Train Loss: 1.8121 | Train Acc: 0.3468
 Site-East_Asian_Female        | Train Loss: 1.6703 | Train Acc: 0.4725
 Site-East_Asian_Male          | Train Loss: 1.8562 | Train Acc: 0.3209
 Site-Indian_Female            | Train Loss: 2.0114 | Train Acc: 0.2468
 Site-Indian_Male              | Train Loss: 1.9092 | Train Acc: 0.2112
 Site-Southeast_Asian_Female   | Train Loss: 1.9483 | Train Acc: 0.3271
 Site-Middle_Eastern_Male      | Train Loss: 2.0384 | Train Acc: 0.1713
 Site-White_Male                (6) | Val  Loss: 1.7060 | Val  Acc: 0.5000
 Site-White_Female              (7) | Val  Loss: 1.9357 | Val  Acc: 0.2778
 Site-White_Male                (9) | Val  Loss: 1.9703 | Val  Acc: 0.2308
 Site-White_Female              (10)| Val  Loss: 1.7266 | Val  Acc: 0.4103
 Site-White_Male                (1) | Val  Loss: 1.9086 | Val  Acc: 0.2414
 Site-White_Female              (0) | Val  Loss: 1.7692 | Val  Acc: 0.4235
 Site-White_Male                (1) | Val  Loss: 1.9014 | Val  Acc: 0.2240
 Site-White_Female              (0) | Val  Loss: 1.7921 | Val  Acc: 0.3967
 Site-White_Male                (1) | Val  Loss: 1.8442 | Val  Acc: 0.2657
 Site-White_Female              (0) | Val  Loss: 1.7805 | Val  Acc: 0.4014
 Site-Latino_Hispanic_Male      (12)| Val  Loss: 1.9498 | Val  Acc: 0.2857
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.9672 | Val  Acc: 0.2195
 Site-Latino_Hispanic_Male      (12)| Val  Loss: 1.8241 | Val  Acc: 0.3333
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.8990 | Val  Acc: 0.2584
 Site-Latino_Hispanic_Male      (8) | Val  Loss: 1.7684 | Val  Acc: 0.2137
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.7374 | Val  Acc: 0.2435
 Site-Latino_Hispanic_Male      (11)| Val  Loss: 1.8930 | Val  Acc: 0.2266
 Site-Black_Female              (3) | Val  Loss: 1.9887 | Val  Acc: 0.3111
 Site-Black_Male                (2) | Val  Loss: 2.1537 | Val  Acc: 0.2121
 Site-Black_Female              (5) | Val  Loss: 1.9073 | Val  Acc: 0.2887
 Site-Black_Male                (13)| Val  Loss: 1.7258 | Val  Acc: 0.2727
 Site-Black_Female              (5) | Val  Loss: 1.8136 | Val  Acc: 0.2938
 Site-East_Asian_Male           (1) | Val  Loss: 1.9079 | Val  Acc: 0.3415
 Site-East_Asian_Female         (4) | Val  Loss: 1.6652 | Val  Acc: 0.4793
 Site-East_Asian_Male           (1) | Val  Loss: 1.8470 | Val  Acc: 0.3146
 Site-Indian_Female             (4) | Val  Loss: 2.0234 | Val  Acc: 0.2952
 Site-Indian_Male               (8) | Val  Loss: 1.9638 | Val  Acc: 0.2452
 Site-Southeast_Asian_Female    (4) | Val  Loss: 2.0389 | Val  Acc: 0.2712
 Site-Middle_Eastern_Male       (1) | Val  Loss: 2.0960 | Val  Acc: 0.1750
Average Valid Accuracy: 0.2984
Aggregated Acc | Val Acc: 0.3024
 Best site-White_Male               (6)  | Epoch:3 | Val Acc: 0.5000
 Best site-White_Female             (7)  | Epoch:3 | Val Acc: 0.2778
 Best site-White_Male               (9)  | Epoch:3 | Val Acc: 0.2308
 Best site-White_Female             (10) | Epoch:3 | Val Acc: 0.4103
 Best site-White_Male               (1)  | Epoch:3 | Val Acc: 0.2414
 Best site-White_Female             (0)  | Epoch:3 | Val Acc: 0.4235
 Best site-White_Male               (1)  | Epoch:3 | Val Acc: 0.2240
 Best site-White_Female             (0)  | Epoch:3 | Val Acc: 0.3967
 Best site-White_Male               (1)  | Epoch:3 | Val Acc: 0.2657
 Best site-White_Female             (0)  | Epoch:3 | Val Acc: 0.4014
 Best site-Latino_Hispanic_Male     (12) | Epoch:3 | Val Acc: 0.2857
 Best site-Latino_Hispanic_Female   (4)  | Epoch:3 | Val Acc: 0.2195
 Best site-Latino_Hispanic_Male     (12) | Epoch:3 | Val Acc: 0.3333
 Best site-Latino_Hispanic_Female   (4)  | Epoch:3 | Val Acc: 0.2584
 Best site-Latino_Hispanic_Male     (8)  | Epoch:3 | Val Acc: 0.2137
 Best site-Latino_Hispanic_Female   (4)  | Epoch:3 | Val Acc: 0.2435
 Best site-Latino_Hispanic_Male     (11) | Epoch:3 | Val Acc: 0.2266
 Best site-Black_Female             (3)  | Epoch:3 | Val Acc: 0.3111
 Best site-Black_Male               (2)  | Epoch:3 | Val Acc: 0.2121
 Best site-Black_Female             (5)  | Epoch:3 | Val Acc: 0.2887
 Best site-Black_Male               (13) | Epoch:3 | Val Acc: 0.2727
 Best site-Black_Female             (5)  | Epoch:3 | Val Acc: 0.2938
 Best site-East_Asian_Male          (1)  | Epoch:3 | Val Acc: 0.3415
 Best site-East_Asian_Female        (4)  | Epoch:3 | Val Acc: 0.4793
 Best site-East_Asian_Male          (1)  | Epoch:3 | Val Acc: 0.3146
 Best site-Indian_Female            (4)  | Epoch:3 | Val Acc: 0.2952
 Best site-Indian_Male              (8)  | Epoch:3 | Val Acc: 0.2452
 Best site-Southeast_Asian_Female   (4)  | Epoch:3 | Val Acc: 0.2712
 Best site-Middle_Eastern_Male      (1)  | Epoch:3 | Val Acc: 0.1750
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven-quan_1.47_1_gender_cluster_14/ccop_q=1...
============ Train epoch 4 ============
cnt=[2, 4, 1, 2, 4, 1, 1, 3, 4, 2, 1, 2, 1, 1, ]
power_decay: 0.9, powerI: 0.7952, powerC: 0.2048
min_w=0.01197, quan_i=1.92, quan_c=1.93
minimize weight of clients:[0, 1, 2, 3, 5, 7, 9, 10, 15, 22, 23, 24, ]
 Site-White_Male               | Train Loss: 1.8330 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.7841 | Train Acc: 0.4074
 Site-White_Male               | Train Loss: 1.8516 | Train Acc: 0.2750
 Site-White_Female             | Train Loss: 1.6839 | Train Acc: 0.4138
 Site-White_Male               | Train Loss: 1.9766 | Train Acc: 0.2759
 Site-White_Female             | Train Loss: 1.7701 | Train Acc: 0.3780
 Site-White_Male               | Train Loss: 1.8492 | Train Acc: 0.2553
 Site-White_Female             | Train Loss: 1.8177 | Train Acc: 0.3696
 Site-White_Male               | Train Loss: 1.8797 | Train Acc: 0.2906
 Site-White_Female             | Train Loss: 1.7621 | Train Acc: 0.3733
 Site-Latino_Hispanic_Male     | Train Loss: 1.7515 | Train Acc: 0.2143
 Site-Latino_Hispanic_Female   | Train Loss: 1.8995 | Train Acc: 0.2787
 Site-Latino_Hispanic_Male     | Train Loss: 1.8793 | Train Acc: 0.2088
 Site-Latino_Hispanic_Female   | Train Loss: 1.8900 | Train Acc: 0.2985
 Site-Latino_Hispanic_Male     | Train Loss: 1.8149 | Train Acc: 0.2335
 Site-Latino_Hispanic_Female   | Train Loss: 1.8485 | Train Acc: 0.3069
 Site-Latino_Hispanic_Male     | Train Loss: 1.8382 | Train Acc: 0.2584
