===2023-08-10 19:02:47===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
 Site-photo                         | Train Loss: 1.1801 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.3488 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.5508 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.4975 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.4378 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.4324 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.5044 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 0.5783 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 0.4594 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.4981 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.5422 | Train Acc: 0.9863
 Site-art_painting                  | Train Loss: 1.2336 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.1982 | Train Acc: 0.7273
 Site-art_painting                  | Train Loss: 1.1525 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 1.0980 | Train Acc: 0.8056
 Site-art_painting                  | Train Loss: 1.0970 | Train Acc: 0.7812
 Site-cartoon                       | Train Loss: 1.4213 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 1.2758 | Train Acc: 0.7478
 Site-sketch                        | Train Loss: 1.7777 | Train Acc: 0.3276
Average Train Accuracy: 0.8655
 Site-photo                         | Val  Loss: 0.5603 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 0.6159 | Val  Acc: 0.9167
 Site-photo                         | Val  Loss: 0.6361 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 0.5216 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.4431 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.4280 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.4603 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.5029 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.4826 | Val  Acc: 0.9867
 Site-photo                         | Val  Loss: 0.4650 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.1841 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.0538 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 1.1136 | Val  Acc: 0.7692
 Site-art_painting                  | Val  Loss: 1.0489 | Val  Acc: 0.8298
 Site-art_painting                  | Val  Loss: 1.0833 | Val  Acc: 0.7765
 Site-cartoon                       | Val  Loss: 1.4307 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 1.3667 | Val  Acc: 0.7403
 Site-sketch                        | Val  Loss: 1.7454 | Val  Acc: 0.3590
Average Valid Accuracy: 0.8407
 Best site-photo                     | Epoch:2 | Val Acc: 0.8889
 Best site-photo                     | Epoch:2 | Val Acc: 0.9167
 Best site-photo                     | Epoch:2 | Val Acc: 0.9375
 Best site-photo                     | Epoch:2 | Val Acc: 1.0000
 Best site-photo                     | Epoch:2 | Val Acc: 1.0000
 Best site-photo                     | Epoch:2 | Val Acc: 1.0000
 Best site-photo                     | Epoch:2 | Val Acc: 1.0000
 Best site-photo                     | Epoch:2 | Val Acc: 1.0000
 Best site-photo                     | Epoch:2 | Val Acc: 0.9867
 Best site-photo                     | Epoch:2 | Val Acc: 0.9897
 Best site-art_painting              | Epoch:2 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:2 | Val Acc: 0.8667
 Best site-art_painting              | Epoch:2 | Val Acc: 0.7692
 Best site-art_painting              | Epoch:2 | Val Acc: 0.8298
 Best site-art_painting              | Epoch:2 | Val Acc: 0.7765
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.5714
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.7403
 Best site-sketch                    | Epoch:2 | Val Acc: 0.3590
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/harmo-fl...
============ Train epoch 3 ============
 Site-photo                         | Train Loss: 0.2276 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.3619 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.3376 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2455 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2348 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2922 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.3386 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2800 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.3149 | Train Acc: 0.9823
 Site-photo                         | Train Loss: 0.2984 | Train Acc: 0.9932
 Site-art_painting                  | Train Loss: 0.9751 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 0.9728 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.9896 | Train Acc: 0.7750
 Site-art_painting                  | Train Loss: 1.0666 | Train Acc: 0.7917
 Site-art_painting                  | Train Loss: 0.9057 | Train Acc: 0.8594
 Site-cartoon                       | Train Loss: 1.3398 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 1.2062 | Train Acc: 0.7304
 Site-sketch                        | Train Loss: 1.6899 | Train Acc: 0.3621
Average Train Accuracy: 0.8686
 Site-photo                         | Val  Loss: 0.3285 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.3719 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.4344 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.3096 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.2566 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.2617 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.3017 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.3141 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 0.2670 | Val  Acc: 0.9867
 Site-photo                         | Val  Loss: 0.2727 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 1.0048 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 0.9118 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 0.8495 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.8910 | Val  Acc: 0.8511
 Site-art_painting                  | Val  Loss: 0.9549 | Val  Acc: 0.8235
 Site-cartoon                       | Val  Loss: 1.4209 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 1.2409 | Val  Acc: 0.7532
 Site-sketch                        | Val  Loss: 1.6111 | Val  Acc: 0.5128
Average Valid Accuracy: 0.8874
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 1.0000
 Best site-photo                     | Epoch:3 | Val Acc: 0.9828
 Best site-photo                     | Epoch:3 | Val Acc: 0.9867
 Best site-photo                     | Epoch:3 | Val Acc: 0.9897
 Best site-art_painting              | Epoch:3 | Val Acc: 0.7500
 Best site-art_painting              | Epoch:3 | Val Acc: 0.8667
 Best site-art_painting              | Epoch:3 | Val Acc: 0.8846
 Best site-art_painting              | Epoch:3 | Val Acc: 0.8511
 Best site-art_painting              | Epoch:3 | Val Acc: 0.8235
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.5714
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.7532
 Best site-sketch                    | Epoch:3 | Val Acc: 0.5128
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/harmo-fl...
============ Train epoch 4 ============
 Site-photo                         | Train Loss: 0.1800 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.3006 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.2206 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1357 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1391 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2176 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1236 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 0.1933 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.1902 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.1936 | Train Acc: 0.9932
 Site-art_painting                  | Train Loss: 0.7928 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.9070 | Train Acc: 0.7273
 Site-art_painting                  | Train Loss: 0.8765 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.7132 | Train Acc: 0.8472
 Site-art_painting                  | Train Loss: 0.8066 | Train Acc: 0.8672
 Site-cartoon                       | Train Loss: 1.1904 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 1.0517 | Train Acc: 0.8000
 Site-sketch                        | Train Loss: 1.6447 | Train Acc: 0.3966
Average Train Accuracy: 0.8941
 Site-photo                         | Val  Loss: 0.2149 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.2473 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.2509 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1973 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1405 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1440 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1582 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1950 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1618 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1474 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.7093 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.7943 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.8381 | Val  Acc: 0.8462
 Site-art_painting                  | Val  Loss: 0.7308 | Val  Acc: 0.8936
 Site-art_painting                  | Val  Loss: 0.8349 | Val  Acc: 0.8471
 Site-cartoon                       | Val  Loss: 1.3800 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 1.1721 | Val  Acc: 0.7143
 Site-sketch                        | Val  Loss: 1.5562 | Val  Acc: 0.5897
Average Valid Accuracy: 0.9109
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:4 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:4 | Val Acc: 0.9333
 Best site-art_painting              | Epoch:4 | Val Acc: 0.8462
 Best site-art_painting              | Epoch:4 | Val Acc: 0.8936
 Best site-art_painting              | Epoch:4 | Val Acc: 0.8471
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.5714
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.7143
 Best site-sketch                    | Epoch:4 | Val Acc: 0.5897
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/harmo-fl...
============ Train epoch 5 ============
 Site-photo                         | Train Loss: 0.0888 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2427 | Train Acc: 0.8889
 Site-photo                         | Train Loss: 0.1297 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1069 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0853 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1333 | Train Acc: 0.9808
 Site-photo                         | Train Loss: 0.1125 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0911 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1148 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1603 | Train Acc: 0.9863
 Site-art_painting                  | Train Loss: 0.7679 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 0.8114 | Train Acc: 0.7727
 Site-art_painting                  | Train Loss: 0.8373 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.5900 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.7131 | Train Acc: 0.8750
 Site-cartoon                       | Train Loss: 1.2130 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 1.0014 | Train Acc: 0.7565
 Site-sketch                        | Train Loss: 1.5991 | Train Acc: 0.4828
Average Train Accuracy: 0.8798
 Site-photo                         | Val  Loss: 0.1630 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.2216 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.2687 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1078 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0920 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1043 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1100 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1267 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1018 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0990 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.8567 | Val  Acc: 0.6250
 Site-art_painting                  | Val  Loss: 0.6170 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.7025 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.6241 | Val  Acc: 0.9362
 Site-art_painting                  | Val  Loss: 0.7220 | Val  Acc: 0.8706
 Site-cartoon                       | Val  Loss: 1.2021 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 1.0431 | Val  Acc: 0.7273
 Site-sketch                        | Val  Loss: 1.5912 | Val  Acc: 0.4615
Average Valid Accuracy: 0.9075
============ Train epoch 6 ============
 Site-photo                         | Train Loss: 0.0543 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.2031 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.1101 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0460 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0459 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0849 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0483 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 0.0649 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0780 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0928 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.6409 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.7256 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.7791 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.6378 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.6510 | Train Acc: 0.8672
 Site-cartoon                       | Train Loss: 0.9819 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.8894 | Train Acc: 0.7913
 Site-sketch                        | Train Loss: 1.4651 | Train Acc: 0.5345
Average Train Accuracy: 0.9145
 Site-photo                         | Val  Loss: 0.1194 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1096 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1250 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0956 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0612 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0595 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0799 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0976 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 0.1191 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0655 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 0.8067 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 0.5596 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.6347 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.5822 | Val  Acc: 0.8723
 Site-art_painting                  | Val  Loss: 0.6134 | Val  Acc: 0.9059
 Site-cartoon                       | Val  Loss: 1.0802 | Val  Acc: 1.0000
 Site-cartoon                       | Val  Loss: 0.9386 | Val  Acc: 0.8052
 Site-sketch                        | Val  Loss: 1.4220 | Val  Acc: 0.5897
Average Valid Accuracy: 0.9285
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 0.9828
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 0.9897
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7500
 Best site-art_painting              | Epoch:6 | Val Acc: 0.9333
 Best site-art_painting              | Epoch:6 | Val Acc: 0.8846
 Best site-art_painting              | Epoch:6 | Val Acc: 0.8723
 Best site-art_painting              | Epoch:6 | Val Acc: 0.9059
 Best site-cartoon                   | Epoch:6 | Val Acc: 1.0000
 Best site-cartoon                   | Epoch:6 | Val Acc: 0.8052
 Best site-sketch                    | Epoch:6 | Val Acc: 0.5897
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/harmo-fl...
============ Train epoch 7 ============
 Site-photo                         | Train Loss: 0.0287 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1403 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0964 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0562 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0297 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0715 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0400 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0745 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0672 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0645 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5433 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.7131 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.7667 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.6381 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 0.5503 | Train Acc: 0.9219
