===2023-05-14 10:45:03===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    lambda for constrastive: 0.5
data_number=[82,247,82,247,82,247,82,247,82,247,82,247,82,247,]
client_nums=[2,2,2,2,2,2,2,]
len_dataset=[1100,1100,1100,1100,1100,1100,1100,]
label set of clients: [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, ]
domain number = 7
============ Train epoch 0 ============
 Site-White           | Train Loss: 1.9508 | Train Acc: 0.3293
 Site-White           | Val  Loss: 1.9402 | Val  Acc: 0.2727
 Site-White           | Val  Loss: 1.8780 | Val  Acc: 0.3455
 Site-Latino_Hispanic | Val  Loss: 1.8302 | Val  Acc: 0.2727
 Site-Latino_Hispanic | Val  Loss: 1.8711 | Val  Acc: 0.2606
 Site-Black           | Val  Loss: 1.9857 | Val  Acc: 0.2000
 Site-Black           | Val  Loss: 1.8095 | Val  Acc: 0.2970
 Site-East_Asian      | Val  Loss: 1.8417 | Val  Acc: 0.2909
 Site-East_Asian      | Val  Loss: 1.7994 | Val  Acc: 0.3515
 Site-Indian          | Val  Loss: 1.9517 | Val  Acc: 0.2364
 Site-Indian          | Val  Loss: 1.9845 | Val  Acc: 0.2303
 Site-Southeast_Asian | Val  Loss: 2.0132 | Val  Acc: 0.3273
 Site-Southeast_Asian | Val  Loss: 1.9605 | Val  Acc: 0.3030
 Site-Middle_Eastern  | Val  Loss: 1.8727 | Val  Acc: 0.3636
 Site-Middle_Eastern  | Val  Loss: 1.8351 | Val  Acc: 0.3273
Average Valid Accuracy: 0.2913
 Best site-White            | Epoch:4 | Val Acc: 0.2727
 Best site-White            | Epoch:4 | Val Acc: 0.3455
 Best site-Latino_Hispanic  | Epoch:4 | Val Acc: 0.2727
 Best site-Latino_Hispanic  | Epoch:4 | Val Acc: 0.2606
 Best site-Black            | Epoch:4 | Val Acc: 0.2000
 Best site-Black            | Epoch:4 | Val Acc: 0.2970
 Best site-East_Asian       | Epoch:4 | Val Acc: 0.2909
 Best site-East_Asian       | Epoch:4 | Val Acc: 0.3515
 Best site-Indian           | Epoch:4 | Val Acc: 0.2364
 Best site-Indian           | Epoch:4 | Val Acc: 0.2303
 Best site-Southeast_Asian  | Epoch:4 | Val Acc: 0.3273
 Best site-Southeast_Asian  | Epoch:4 | Val Acc: 0.3030
 Best site-Middle_Eastern   | Epoch:4 | Val Acc: 0.3636
 Best site-Middle_Eastern   | Epoch:4 | Val Acc: 0.3273
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even_1.0_1/CoCoOP...
============ Train epoch 5 ============
 Site-White           | Train Loss: 1.8023 | Train Acc: 0.3049
 Site-White           | Train Loss: 1.8198 | Train Acc: 0.3401
 Site-Latino_Hispanic | Train Loss: 1.8446 | Train Acc: 0.2927
 Site-Latino_Hispanic | Train Loss: 1.8298 | Train Acc: 0.2470
 Site-Black           | Train Loss: 1.8182 | Train Acc: 0.2561
 Site-Black           | Train Loss: 1.8292 | Train Acc: 0.2632
 Site-East_Asian      | Train Loss: 1.7518 | Train Acc: 0.3659
 Site-East_Asian      | Train Loss: 1.7804 | Train Acc: 0.3482
 Site-Indian          | Train Loss: 1.8565 | Train Acc: 0.3049
 Site-Indian          | Train Loss: 1.9518 | Train Acc: 0.2389
 Site-Southeast_Asian | Train Loss: 2.0419 | Train Acc: 0.2927
 Site-Southeast_Asian | Train Loss: 1.9248 | Train Acc: 0.3077
 Site-Middle_Eastern  | Train Loss: 1.7268 | Train Acc: 0.3537
 Site-Middle_Eastern  | Train Loss: 1.7693 | Train Acc: 0.3563
 Site-White           | Val  Loss: 1.9142 | Val  Acc: 0.3273
 Site-White           | Val  Loss: 1.8647 | Val  Acc: 0.3212
 Site-Latino_Hispanic | Val  Loss: 1.8187 | Val  Acc: 0.2727
 Site-Latino_Hispanic | Val  Loss: 1.8376 | Val  Acc: 0.2545
 Site-Black           | Val  Loss: 1.9462 | Val  Acc: 0.1636
 Site-Black           | Val  Loss: 1.8211 | Val  Acc: 0.2848
 Site-East_Asian      | Val  Loss: 1.7896 | Val  Acc: 0.3455
 Site-East_Asian      | Val  Loss: 1.7799 | Val  Acc: 0.3576
 Site-Indian          | Val  Loss: 1.8703 | Val  Acc: 0.3091
 Site-Indian          | Val  Loss: 1.9375 | Val  Acc: 0.2485
 Site-Southeast_Asian | Val  Loss: 1.9568 | Val  Acc: 0.3091
 Site-Southeast_Asian | Val  Loss: 1.9159 | Val  Acc: 0.3212
 Site-Middle_Eastern  | Val  Loss: 1.8322 | Val  Acc: 0.3273
 Site-Middle_Eastern  | Val  Loss: 1.8189 | Val  Acc: 0.3455
Average Valid Accuracy: 0.2991
 Best site-White            | Epoch:5 | Val Acc: 0.3273
 Best site-White            | Epoch:5 | Val Acc: 0.3212
 Best site-Latino_Hispanic  | Epoch:5 | Val Acc: 0.2727
 Best site-Latino_Hispanic  | Epoch:5 | Val Acc: 0.2545
 Best site-Black            | Epoch:5 | Val Acc: 0.1636
 Best site-Black            | Epoch:5 | Val Acc: 0.2848
 Best site-East_Asian       | Epoch:5 | Val Acc: 0.3455
 Best site-East_Asian       | Epoch:5 | Val Acc: 0.3576
 Best site-Indian           | Epoch:5 | Val Acc: 0.3091
 Best site-Indian           | Epoch:5 | Val Acc: 0.2485
 Best site-Southeast_Asian  | Epoch:5 | Val Acc: 0.3091
 Best site-Southeast_Asian  | Epoch:5 | Val Acc: 0.3212
 Best site-Middle_Eastern   | Epoch:5 | Val Acc: 0.3273
 Best site-Middle_Eastern   | Epoch:5 | Val Acc: 0.3455
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even_1.0_1/CoCoOP...
============ Train epoch 6 ============
 Site-White           | Train Loss: 1.7664 | Train Acc: 0.2927
 Site-White           | Train Loss: 1.7985 | Train Acc: 0.3401
 Site-Latino_Hispanic | Train Loss: 1.7602 | Train Acc: 0.2805
 Site-Latino_Hispanic | Train Loss: 1.8183 | Train Acc: 0.2672
 Site-Black           | Train Loss: 1.7712 | Train Acc: 0.2317
 Site-Black           | Train Loss: 1.8099 | Train Acc: 0.2915
 Site-East_Asian      | Train Loss: 1.7700 | Train Acc: 0.4024
 Site-East_Asian      | Train Loss: 1.7492 | Train Acc: 0.3725
 Site-Indian          | Train Loss: 1.8871 | Train Acc: 0.2683
 Site-Indian          | Train Loss: 1.9050 | Train Acc: 0.2429
 Site-Southeast_Asian | Train Loss: 1.9213 | Train Acc: 0.3537
 Site-Southeast_Asian | Train Loss: 1.8970 | Train Acc: 0.2955
 Site-Middle_Eastern  | Train Loss: 1.7858 | Train Acc: 0.3902
 Site-Middle_Eastern  | Train Loss: 1.7579 | Train Acc: 0.3765
 Site-White           | Val  Loss: 1.9035 | Val  Acc: 0.2909
 Site-White           | Val  Loss: 1.8235 | Val  Acc: 0.3455
 Site-Latino_Hispanic | Val  Loss: 1.7932 | Val  Acc: 0.2909
 Site-Latino_Hispanic | Val  Loss: 1.8110 | Val  Acc: 0.2909
 Site-Black           | Val  Loss: 1.9434 | Val  Acc: 0.2182
 Site-Black           | Val  Loss: 1.7734 | Val  Acc: 0.3394
 Site-East_Asian      | Val  Loss: 1.7699 | Val  Acc: 0.3636
 Site-East_Asian      | Val  Loss: 1.7647 | Val  Acc: 0.3758
 Site-Indian          | Val  Loss: 1.8030 | Val  Acc: 0.2909
 Site-Indian          | Val  Loss: 1.8759 | Val  Acc: 0.2424
 Site-Southeast_Asian | Val  Loss: 1.9390 | Val  Acc: 0.3455
 Site-Southeast_Asian | Val  Loss: 1.8570 | Val  Acc: 0.3576
 Site-Middle_Eastern  | Val  Loss: 1.8264 | Val  Acc: 0.4000
 Site-Middle_Eastern  | Val  Loss: 1.7805 | Val  Acc: 0.3697
Average Valid Accuracy: 0.3229
 Best site-White            | Epoch:6 | Val Acc: 0.2909
 Best site-White            | Epoch:6 | Val Acc: 0.3455
 Best site-Latino_Hispanic  | Epoch:6 | Val Acc: 0.2909
 Best site-Latino_Hispanic  | Epoch:6 | Val Acc: 0.2909
 Best site-Black            | Epoch:6 | Val Acc: 0.2182
 Best site-Black            | Epoch:6 | Val Acc: 0.3394
 Best site-East_Asian       | Epoch:6 | Val Acc: 0.3636
 Best site-East_Asian       | Epoch:6 | Val Acc: 0.3758
 Best site-Indian           | Epoch:6 | Val Acc: 0.2909
 Best site-Indian           | Epoch:6 | Val Acc: 0.2424
 Best site-Southeast_Asian  | Epoch:6 | Val Acc: 0.3455
 Best site-Southeast_Asian  | Epoch:6 | Val Acc: 0.3576
 Best site-Middle_Eastern   | Epoch:6 | Val Acc: 0.4000
 Best site-Middle_Eastern   | Epoch:6 | Val Acc: 0.3697
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even_1.0_1/CoCoOP...
============ Train epoch 7 ============
 Site-White           | Train Loss: 1.7395 | Train Acc: 0.3659
 Site-White           | Train Loss: 1.7738 | Train Acc: 0.3522
 Site-Latino_Hispanic | Train Loss: 1.6962 | Train Acc: 0.3415
 Site-Latino_Hispanic | Train Loss: 1.7696 | Train Acc: 0.2915
 Site-Black           | Train Loss: 1.8313 | Train Acc: 0.3293
 Site-Black           | Train Loss: 1.7815 | Train Acc: 0.3117
 Site-East_Asian      | Train Loss: 1.6306 | Train Acc: 0.4634
 Site-East_Asian      | Train Loss: 1.7138 | Train Acc: 0.3725
 Site-Indian          | Train Loss: 1.7650 | Train Acc: 0.2927
 Site-Indian          | Train Loss: 1.8705 | Train Acc: 0.2753
 Site-Southeast_Asian | Train Loss: 1.9014 | Train Acc: 0.3049
 Site-Southeast_Asian | Train Loss: 1.8308 | Train Acc: 0.3320
 Site-Middle_Eastern  | Train Loss: 1.7328 | Train Acc: 0.4268
 Site-Middle_Eastern  | Train Loss: 1.7260 | Train Acc: 0.3603
 Site-White           | Val  Loss: 1.8540 | Val  Acc: 0.2909
 Site-White           | Val  Loss: 1.8231 | Val  Acc: 0.3455
 Site-Latino_Hispanic | Val  Loss: 1.7562 | Val  Acc: 0.2909
 Site-Latino_Hispanic | Val  Loss: 1.7684 | Val  Acc: 0.3152
 Site-Black           | Val  Loss: 1.9085 | Val  Acc: 0.2000
 Site-Black           | Val  Loss: 1.7661 | Val  Acc: 0.3576
 Site-East_Asian      | Val  Loss: 1.7357 | Val  Acc: 0.4000
 Site-East_Asian      | Val  Loss: 1.6972 | Val  Acc: 0.4000
 Site-Indian          | Val  Loss: 1.7607 | Val  Acc: 0.4000
 Site-Indian          | Val  Loss: 1.8553 | Val  Acc: 0.2727
 Site-Southeast_Asian | Val  Loss: 1.8872 | Val  Acc: 0.3273
 Site-Southeast_Asian | Val  Loss: 1.8260 | Val  Acc: 0.3273
 Site-Middle_Eastern  | Val  Loss: 1.7934 | Val  Acc: 0.3455
 Site-Middle_Eastern  | Val  Loss: 1.7391 | Val  Acc: 0.3818
Average Valid Accuracy: 0.3325
 Best site-White            | Epoch:7 | Val Acc: 0.2909
 Best site-White            | Epoch:7 | Val Acc: 0.3455
 Best site-Latino_Hispanic  | Epoch:7 | Val Acc: 0.2909
 Best site-Latino_Hispanic  | Epoch:7 | Val Acc: 0.3152
 Best site-Black            | Epoch:7 | Val Acc: 0.2000
 Best site-Black            | Epoch:7 | Val Acc: 0.3576
 Best site-East_Asian       | Epoch:7 | Val Acc: 0.4000
 Best site-East_Asian       | Epoch:7 | Val Acc: 0.4000
 Best site-Indian           | Epoch:7 | Val Acc: 0.4000
 Best site-Indian           | Epoch:7 | Val Acc: 0.2727
 Best site-Southeast_Asian  | Epoch:7 | Val Acc: 0.3273
 Best site-Southeast_Asian  | Epoch:7 | Val Acc: 0.3273
 Best site-Middle_Eastern   | Epoch:7 | Val Acc: 0.3455
 Best site-Middle_Eastern   | Epoch:7 | Val Acc: 0.3818
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even_1.0_1/CoCoOP...
============ Train epoch 8 ============
 Site-White           | Train Loss: 1.6762 | Train Acc: 0.3780
 Site-White           | Train Loss: 1.7224 | Train Acc: 0.3522
 Site-Latino_Hispanic | Train Loss: 1.7763 | Train Acc: 0.3171
 Site-Latino_Hispanic | Train Loss: 1.7550 | Train Acc: 0.3077
 Site-Black           | Train Loss: 1.8434 | Train Acc: 0.2805
 Site-Black           | Train Loss: 1.7591 | Train Acc: 0.3198
 Site-East_Asian      | Train Loss: 1.5505 | Train Acc: 0.4390
 Site-East_Asian      | Train Loss: 1.6821 | Train Acc: 0.3968
 Site-Indian          | Train Loss: 1.8494 | Train Acc: 0.3415
 Site-Indian          | Train Loss: 1.8404 | Train Acc: 0.2915
 Site-Southeast_Asian | Train Loss: 1.8206 | Train Acc: 0.3049
 Site-Southeast_Asian | Train Loss: 1.7976 | Train Acc: 0.3522
 Site-Middle_Eastern  | Train Loss: 1.6745 | Train Acc: 0.4146
 Site-Middle_Eastern  | Train Loss: 1.6858 | Train Acc: 0.3765
 Site-White           | Val  Loss: 1.8494 | Val  Acc: 0.2545
 Site-White           | Val  Loss: 1.7510 | Val  Acc: 0.3515
 Site-Latino_Hispanic | Val  Loss: 1.7409 | Val  Acc: 0.3091
 Site-Latino_Hispanic | Val  Loss: 1.7623 | Val  Acc: 0.3091
 Site-Black           | Val  Loss: 1.9110 | Val  Acc: 0.2364
 Site-Black           | Val  Loss: 1.7303 | Val  Acc: 0.3212
 Site-East_Asian      | Val  Loss: 1.7100 | Val  Acc: 0.4000
 Site-East_Asian      | Val  Loss: 1.6522 | Val  Acc: 0.4182
 Site-Indian          | Val  Loss: 1.7681 | Val  Acc: 0.4000
 Site-Indian          | Val  Loss: 1.7956 | Val  Acc: 0.3091
 Site-Southeast_Asian | Val  Loss: 1.8188 | Val  Acc: 0.3818
 Site-Southeast_Asian | Val  Loss: 1.7653 | Val  Acc: 0.3636
 Site-Middle_Eastern  | Val  Loss: 1.7446 | Val  Acc: 0.3636
 Site-Middle_Eastern  | Val  Loss: 1.7019 | Val  Acc: 0.3455
Average Valid Accuracy: 0.3403
 Best site-White            | Epoch:8 | Val Acc: 0.2545
 Best site-White            | Epoch:8 | Val Acc: 0.3515
 Best site-Latino_Hispanic  | Epoch:8 | Val Acc: 0.3091
 Best site-Latino_Hispanic  | Epoch:8 | Val Acc: 0.3091
 Best site-Black            | Epoch:8 | Val Acc: 0.2364
 Best site-Black            | Epoch:8 | Val Acc: 0.3212
 Best site-East_Asian       | Epoch:8 | Val Acc: 0.4000
 Best site-East_Asian       | Epoch:8 | Val Acc: 0.4182
 Best site-Indian           | Epoch:8 | Val Acc: 0.4000
 Best site-Indian           | Epoch:8 | Val Acc: 0.3091
 Best site-Southeast_Asian  | Epoch:8 | Val Acc: 0.3818
 Best site-Southeast_Asian  | Epoch:8 | Val Acc: 0.3636
 Best site-Middle_Eastern   | Epoch:8 | Val Acc: 0.3636
 Best site-Middle_Eastern   | Epoch:8 | Val Acc: 0.3455
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even_1.0_1/CoCoOP...
============ Train epoch 9 ============
 Site-White           | Train Loss: 1.6891 | Train Acc: 0.3537
 Site-White           | Train Loss: 1.7197 | Train Acc: 0.3401
 Site-Latino_Hispanic | Train Loss: 1.7854 | Train Acc: 0.2805
 Site-Latino_Hispanic | Train Loss: 1.7144 | Train Acc: 0.2915
 Site-Black           | Train Loss: 1.7779 | Train Acc: 0.2805
 Site-Black           | Train Loss: 1.7317 | Train Acc: 0.3441
 Site-East_Asian      | Train Loss: 1.5830 | Train Acc: 0.4756
 Site-East_Asian      | Train Loss: 1.6519 | Train Acc: 0.3846
 Site-Indian          | Train Loss: 1.7635 | Train Acc: 0.2805
 Site-Indian          | Train Loss: 1.7892 | Train Acc: 0.2834
 Site-Southeast_Asian | Train Loss: 1.7801 | Train Acc: 0.3415
 Site-Southeast_Asian | Train Loss: 1.7789 | Train Acc: 0.3684
 Site-Middle_Eastern  | Train Loss: 1.6345 | Train Acc: 0.4146
 Site-Middle_Eastern  | Train Loss: 1.6333 | Train Acc: 0.3846
 Site-White           | Val  Loss: 1.7958 | Val  Acc: 0.2909
 Site-White           | Val  Loss: 1.7456 | Val  Acc: 0.3333
 Site-Latino_Hispanic | Val  Loss: 1.6998 | Val  Acc: 0.2909
 Site-Latino_Hispanic | Val  Loss: 1.7061 | Val  Acc: 0.3091
 Site-Black           | Val  Loss: 1.8291 | Val  Acc: 0.2909
 Site-Black           | Val  Loss: 1.7133 | Val  Acc: 0.3333
 Site-East_Asian      | Val  Loss: 1.7367 | Val  Acc: 0.3818
 Site-East_Asian      | Val  Loss: 1.6618 | Val  Acc: 0.4061
 Site-Indian          | Val  Loss: 1.7138 | Val  Acc: 0.3636
 Site-Indian          | Val  Loss: 1.7716 | Val  Acc: 0.3152
 Site-Southeast_Asian | Val  Loss: 1.8191 | Val  Acc: 0.3636
 Site-Southeast_Asian | Val  Loss: 1.7485 | Val  Acc: 0.3758
