===2023-06-05 02:16:09===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
data_number=[115,161,225,316,442,126,177,248,348,147,206,289,191,267,327,234,
client_nums=[5,4,3,2,1,1,]
len_dataset=[2103,1502,1072,765,546,390,]
label set of clients: [10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, ]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                  | Train Loss: 2.2542 | Train Acc: 0.1652
 Best site-Real                      | Epoch:0 | Val Acc: 0.2468
 Best site-Painting                  | Epoch:0 | Val Acc: 0.1224
 Best site-Painting                  | Epoch:0 | Val Acc: 0.1752
 Best site-Painting                  | Epoch:0 | Val Acc: 0.1406
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.1654
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.1966
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.0872
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.0833
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 1 ============
 Site-Clipart                  | Train Loss: 2.2289 | Train Acc: 0.2261
 Site-Clipart                  | Train Loss: 2.2018 | Train Acc: 0.1988
 Site-Clipart                  | Train Loss: 2.2580 | Train Acc: 0.1911
 Site-Clipart                  | Train Loss: 2.2428 | Train Acc: 0.2152
 Site-Clipart                  | Train Loss: 2.2421 | Train Acc: 0.2059
 Site-Real                     | Train Loss: 2.2191 | Train Acc: 0.3095
 Site-Real                     | Train Loss: 2.2336 | Train Acc: 0.2373
 Site-Real                     | Train Loss: 2.2124 | Train Acc: 0.3185
 Site-Real                     | Train Loss: 2.2240 | Train Acc: 0.2816
 Site-Painting                 | Train Loss: 2.2507 | Train Acc: 0.2517
 Site-Painting                 | Train Loss: 2.2533 | Train Acc: 0.1748
 Site-Painting                 | Train Loss: 2.2263 | Train Acc: 0.2388
 Site-Sketch                   | Train Loss: 2.2517 | Train Acc: 0.2199
 Site-Sketch                   | Train Loss: 2.2531 | Train Acc: 0.2322
 Site-QuickDraw                | Train Loss: 2.2967 | Train Acc: 0.1040
 Site-Infograph                | Train Loss: 2.2882 | Train Acc: 0.1282
 Site-Clipart                       | Val  Loss: 2.2314 | Val  Acc: 0.2105
 Site-Clipart                       | Val  Loss: 2.2667 | Val  Acc: 0.1776
 Site-Clipart                       | Val  Loss: 2.2490 | Val  Acc: 0.2067
 Site-Clipart                       | Val  Loss: 2.2477 | Val  Acc: 0.2333
 Site-Clipart                       | Val  Loss: 2.2574 | Val  Acc: 0.1898
 Site-Real                          | Val  Loss: 2.2317 | Val  Acc: 0.2381
 Site-Real                          | Val  Loss: 2.2385 | Val  Acc: 0.2034
 Site-Real                          | Val  Loss: 2.2259 | Val  Acc: 0.2848
 Site-Real                          | Val  Loss: 2.2041 | Val  Acc: 0.3030
 Site-Painting                      | Val  Loss: 2.2604 | Val  Acc: 0.1429
 Site-Painting                      | Val  Loss: 2.2621 | Val  Acc: 0.2044
 Site-Painting                      | Val  Loss: 2.2589 | Val  Acc: 0.1615
 Site-Sketch                        | Val  Loss: 2.2477 | Val  Acc: 0.2126
 Site-Sketch                        | Val  Loss: 2.2512 | Val  Acc: 0.2303
 Site-QuickDraw                     | Val  Loss: 2.3070 | Val  Acc: 0.0917
 Site-Infograph                     | Val  Loss: 2.3069 | Val  Acc: 0.1154
Average Valid Accuracy: 0.2004
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.2105
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.1776
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.2067
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.2333
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.1898
 Best site-Real                      | Epoch:1 | Val Acc: 0.2381
 Best site-Real                      | Epoch:1 | Val Acc: 0.2034
 Best site-Real                      | Epoch:1 | Val Acc: 0.2848
 Best site-Real                      | Epoch:1 | Val Acc: 0.3030
 Best site-Painting                  | Epoch:1 | Val Acc: 0.1429
 Best site-Painting                  | Epoch:1 | Val Acc: 0.2044
 Best site-Painting                  | Epoch:1 | Val Acc: 0.1615
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.2126
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.2303
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.0917
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.1154
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 2 ============
 Site-Clipart                  | Train Loss: 2.2086 | Train Acc: 0.2087
 Site-Clipart                  | Train Loss: 2.2192 | Train Acc: 0.2484
 Site-Clipart                  | Train Loss: 2.2482 | Train Acc: 0.2356
 Site-Clipart                  | Train Loss: 2.2280 | Train Acc: 0.2468
 Site-Clipart                  | Train Loss: 2.2207 | Train Acc: 0.2760
 Site-Real                     | Train Loss: 2.1897 | Train Acc: 0.3968
 Site-Real                     | Train Loss: 2.2015 | Train Acc: 0.3164
 Site-Real                     | Train Loss: 2.1770 | Train Acc: 0.3952
 Site-Real                     | Train Loss: 2.1963 | Train Acc: 0.3649
 Site-Painting                 | Train Loss: 2.2191 | Train Acc: 0.3061
 Site-Painting                 | Train Loss: 2.2301 | Train Acc: 0.2573
 Site-Painting                 | Train Loss: 2.2156 | Train Acc: 0.2872
 Site-Sketch                   | Train Loss: 2.2328 | Train Acc: 0.2880
 Site-Sketch                   | Train Loss: 2.2254 | Train Acc: 0.2659
 Site-QuickDraw                | Train Loss: 2.2879 | Train Acc: 0.1254
 Site-Infograph                | Train Loss: 2.2860 | Train Acc: 0.1368
 Site-Clipart                       | Val  Loss: 2.1949 | Val  Acc: 0.3158
 Site-Clipart                       | Val  Loss: 2.2394 | Val  Acc: 0.2523
 Site-Clipart                       | Val  Loss: 2.2283 | Val  Acc: 0.2600
 Site-Clipart                       | Val  Loss: 2.2190 | Val  Acc: 0.3048
 Site-Clipart                       | Val  Loss: 2.2351 | Val  Acc: 0.2508
 Site-Real                          | Val  Loss: 2.1912 | Val  Acc: 0.3571
 Site-Real                          | Val  Loss: 2.2017 | Val  Acc: 0.3475
 Site-Real                          | Val  Loss: 2.1872 | Val  Acc: 0.4242
 Site-Real                          | Val  Loss: 2.1662 | Val  Acc: 0.3853
 Site-Painting                      | Val  Loss: 2.2142 | Val  Acc: 0.2245
 Site-Painting                      | Val  Loss: 2.2303 | Val  Acc: 0.2701
 Site-Painting                      | Val  Loss: 2.2274 | Val  Acc: 0.2812
 Site-Sketch                        | Val  Loss: 2.2229 | Val  Acc: 0.2992
 Site-Sketch                        | Val  Loss: 2.2267 | Val  Acc: 0.2809
 Site-QuickDraw                     | Val  Loss: 2.3023 | Val  Acc: 0.1101
 Site-Infograph                     | Val  Loss: 2.2919 | Val  Acc: 0.1603
Average Valid Accuracy: 0.2828
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.3158
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.2523
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.2600
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.3048
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.2508
 Best site-Real                      | Epoch:2 | Val Acc: 0.3571
 Best site-Real                      | Epoch:2 | Val Acc: 0.3475
 Best site-Real                      | Epoch:2 | Val Acc: 0.4242
 Best site-Real                      | Epoch:2 | Val Acc: 0.3853
 Best site-Painting                  | Epoch:2 | Val Acc: 0.2245
 Best site-Painting                  | Epoch:2 | Val Acc: 0.2701
 Best site-Painting                  | Epoch:2 | Val Acc: 0.2812
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.2992
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.2809
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.1101
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.1603
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 3 ============
 Site-Clipart                  | Train Loss: 2.1934 | Train Acc: 0.3478
 Site-Clipart                  | Train Loss: 2.1871 | Train Acc: 0.3230
 Site-Clipart                  | Train Loss: 2.2225 | Train Acc: 0.2800
 Site-Clipart                  | Train Loss: 2.2036 | Train Acc: 0.3259
 Site-Clipart                  | Train Loss: 2.1973 | Train Acc: 0.3597
 Site-Real                     | Train Loss: 2.1596 | Train Acc: 0.4683
 Site-Real                     | Train Loss: 2.1715 | Train Acc: 0.4633
 Site-Real                     | Train Loss: 2.1397 | Train Acc: 0.5242
 Site-Real                     | Train Loss: 2.1692 | Train Acc: 0.4713
 Site-Painting                 | Train Loss: 2.1978 | Train Acc: 0.3537
 Site-Painting                 | Train Loss: 2.2064 | Train Acc: 0.3689
 Site-Painting                 | Train Loss: 2.1922 | Train Acc: 0.3668
 Site-Sketch                   | Train Loss: 2.2021 | Train Acc: 0.3717
 Site-Sketch                   | Train Loss: 2.2056 | Train Acc: 0.3521
 Site-QuickDraw                | Train Loss: 2.2911 | Train Acc: 0.1560
 Site-Infograph                | Train Loss: 2.2706 | Train Acc: 0.1795
 Site-Clipart                       | Val  Loss: 2.1656 | Val  Acc: 0.3947
 Site-Clipart                       | Val  Loss: 2.2199 | Val  Acc: 0.3271
 Site-Clipart                       | Val  Loss: 2.2006 | Val  Acc: 0.3333
 Site-Clipart                       | Val  Loss: 2.1957 | Val  Acc: 0.3667
 Site-Clipart                       | Val  Loss: 2.2132 | Val  Acc: 0.3288
 Site-Real                          | Val  Loss: 2.1642 | Val  Acc: 0.4643
 Site-Real                          | Val  Loss: 2.1713 | Val  Acc: 0.4746
 Site-Real                          | Val  Loss: 2.1495 | Val  Acc: 0.5455
 Site-Real                          | Val  Loss: 2.1379 | Val  Acc: 0.4978
 Site-Painting                      | Val  Loss: 2.1953 | Val  Acc: 0.3163
 Site-Painting                      | Val  Loss: 2.2078 | Val  Acc: 0.3358
 Site-Painting                      | Val  Loss: 2.1989 | Val  Acc: 0.4010
 Site-Sketch                        | Val  Loss: 2.1965 | Val  Acc: 0.3150
 Site-Sketch                        | Val  Loss: 2.1981 | Val  Acc: 0.3596
 Site-QuickDraw                     | Val  Loss: 2.2895 | Val  Acc: 0.1330
 Site-Infograph                     | Val  Loss: 2.2876 | Val  Acc: 0.1667
Average Valid Accuracy: 0.3600
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3947
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3271
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3333
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3667
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.3288
 Best site-Real                      | Epoch:3 | Val Acc: 0.4643
 Best site-Real                      | Epoch:3 | Val Acc: 0.4746
 Best site-Real                      | Epoch:3 | Val Acc: 0.5455
 Best site-Real                      | Epoch:3 | Val Acc: 0.4978
 Best site-Painting                  | Epoch:3 | Val Acc: 0.3163
 Best site-Painting                  | Epoch:3 | Val Acc: 0.3358
 Best site-Painting                  | Epoch:3 | Val Acc: 0.4010
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.3150
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.3596
 Best site-QuickDraw                 | Epoch:3 | Val Acc: 0.1330
 Best site-Infograph                 | Epoch:3 | Val Acc: 0.1667
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 4 ============
 Site-Clipart                  | Train Loss: 2.1664 | Train Acc: 0.4435
 Site-Clipart                  | Train Loss: 2.1985 | Train Acc: 0.4596
 Site-Clipart                  | Train Loss: 2.1852 | Train Acc: 0.3511
 Site-Clipart                  | Train Loss: 2.1750 | Train Acc: 0.4082
 Site-Clipart                  | Train Loss: 2.1745 | Train Acc: 0.4186
 Site-Real                     | Train Loss: 2.1342 | Train Acc: 0.5635
 Site-Real                     | Train Loss: 2.1391 | Train Acc: 0.5932
 Site-Real                     | Train Loss: 2.1134 | Train Acc: 0.6573
 Site-Real                     | Train Loss: 2.1368 | Train Acc: 0.5690
 Site-Painting                 | Train Loss: 2.1734 | Train Acc: 0.4830
 Site-Painting                 | Train Loss: 2.1744 | Train Acc: 0.4466
 Site-Painting                 | Train Loss: 2.1912 | Train Acc: 0.4740
 Site-Sketch                   | Train Loss: 2.1804 | Train Acc: 0.4346
 Site-Sketch                   | Train Loss: 2.1863 | Train Acc: 0.4045
 Site-QuickDraw                | Train Loss: 2.2766 | Train Acc: 0.1927
 Site-Infograph                | Train Loss: 2.2588 | Train Acc: 0.2521
 Site-Clipart                       | Val  Loss: 2.1400 | Val  Acc: 0.4605
 Site-Clipart                       | Val  Loss: 2.1881 | Val  Acc: 0.4206
 Site-Clipart                       | Val  Loss: 2.1744 | Val  Acc: 0.4133
 Site-Clipart                       | Val  Loss: 2.1697 | Val  Acc: 0.4048
 Site-Clipart                       | Val  Loss: 2.1904 | Val  Acc: 0.3390
 Site-Real                          | Val  Loss: 2.1339 | Val  Acc: 0.6190
 Site-Real                          | Val  Loss: 2.1403 | Val  Acc: 0.5508
 Site-Real                          | Val  Loss: 2.1241 | Val  Acc: 0.6848
 Site-Real                          | Val  Loss: 2.1059 | Val  Acc: 0.6104
 Site-Painting                      | Val  Loss: 2.1574 | Val  Acc: 0.5408
 Site-Painting                      | Val  Loss: 2.1723 | Val  Acc: 0.4088
 Site-Painting                      | Val  Loss: 2.1750 | Val  Acc: 0.4896
 Site-Sketch                        | Val  Loss: 2.1715 | Val  Acc: 0.4803
 Site-Sketch                        | Val  Loss: 2.1687 | Val  Acc: 0.3933
 Site-QuickDraw                     | Val  Loss: 2.2888 | Val  Acc: 0.1651
 Site-Infograph                     | Val  Loss: 2.2661 | Val  Acc: 0.2500
Average Valid Accuracy: 0.4519
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.4605
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.4206
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.4133
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.4048
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.3390
 Best site-Real                      | Epoch:4 | Val Acc: 0.6190
 Best site-Real                      | Epoch:4 | Val Acc: 0.5508
 Best site-Real                      | Epoch:4 | Val Acc: 0.6848
 Best site-Real                      | Epoch:4 | Val Acc: 0.6104
 Best site-Painting                  | Epoch:4 | Val Acc: 0.5408
 Best site-Painting                  | Epoch:4 | Val Acc: 0.4088
 Best site-Painting                  | Epoch:4 | Val Acc: 0.4896
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.4803
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.3933
 Best site-QuickDraw                 | Epoch:4 | Val Acc: 0.1651
 Best site-Infograph                 | Epoch:4 | Val Acc: 0.2500
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 5 ============
 Site-Clipart                  | Train Loss: 2.1407 | Train Acc: 0.4957
 Site-Clipart                  | Train Loss: 2.1275 | Train Acc: 0.5217
 Site-Clipart                  | Train Loss: 2.1691 | Train Acc: 0.4578
 Site-Clipart                  | Train Loss: 2.1436 | Train Acc: 0.5000
 Site-Clipart                  | Train Loss: 2.1421 | Train Acc: 0.5226
 Site-Real                     | Train Loss: 2.1036 | Train Acc: 0.6587
 Site-Real                     | Train Loss: 2.1045 | Train Acc: 0.6780
 Site-Real                     | Train Loss: 2.0847 | Train Acc: 0.7218
 Site-Real                     | Train Loss: 2.1064 | Train Acc: 0.6523
 Site-Painting                 | Train Loss: 2.1368 | Train Acc: 0.5442
 Site-Painting                 | Train Loss: 2.1506 | Train Acc: 0.5243
 Site-Painting                 | Train Loss: 2.1499 | Train Acc: 0.5536
 Site-Sketch                   | Train Loss: 2.1563 | Train Acc: 0.4503
 Site-Sketch                   | Train Loss: 2.1489 | Train Acc: 0.4757
 Site-QuickDraw                | Train Loss: 2.2682 | Train Acc: 0.2080
 Site-Infograph                | Train Loss: 2.2613 | Train Acc: 0.2521
 Site-Clipart                       | Val  Loss: 2.1033 | Val  Acc: 0.5263
 Site-Clipart                       | Val  Loss: 2.1618 | Val  Acc: 0.4673
 Site-Clipart                       | Val  Loss: 2.1495 | Val  Acc: 0.5200
 Site-Clipart                       | Val  Loss: 2.1426 | Val  Acc: 0.4952
 Site-Clipart                       | Val  Loss: 2.1619 | Val  Acc: 0.4847
 Site-Real                          | Val  Loss: 2.1090 | Val  Acc: 0.6667
 Site-Real                          | Val  Loss: 2.1050 | Val  Acc: 0.7373
 Site-Real                          | Val  Loss: 2.0835 | Val  Acc: 0.7818
 Site-Real                          | Val  Loss: 2.0708 | Val  Acc: 0.7359
 Site-Painting                      | Val  Loss: 2.1264 | Val  Acc: 0.5714
 Site-Painting                      | Val  Loss: 2.1450 | Val  Acc: 0.5109
 Site-Painting                      | Val  Loss: 2.1418 | Val  Acc: 0.5625
 Site-Sketch                        | Val  Loss: 2.1414 | Val  Acc: 0.4961
 Site-Sketch                        | Val  Loss: 2.1474 | Val  Acc: 0.4775
 Site-QuickDraw                     | Val  Loss: 2.2789 | Val  Acc: 0.1927
 Site-Infograph                     | Val  Loss: 2.2577 | Val  Acc: 0.2564
Average Valid Accuracy: 0.5302
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.5263
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.4673
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.5200
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.4952
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.4847
 Best site-Real                      | Epoch:5 | Val Acc: 0.6667
 Best site-Real                      | Epoch:5 | Val Acc: 0.7373
 Best site-Real                      | Epoch:5 | Val Acc: 0.7818
 Best site-Real                      | Epoch:5 | Val Acc: 0.7359
 Best site-Painting                  | Epoch:5 | Val Acc: 0.5714
 Best site-Painting                  | Epoch:5 | Val Acc: 0.5109
 Best site-Painting                  | Epoch:5 | Val Acc: 0.5625
 Best site-Sketch                    | Epoch:5 | Val Acc: 0.4961
 Best site-Sketch                    | Epoch:5 | Val Acc: 0.4775
 Best site-QuickDraw                 | Epoch:5 | Val Acc: 0.1927
 Best site-Infograph                 | Epoch:5 | Val Acc: 0.2564
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 6 ============
 Site-Clipart                  | Train Loss: 2.1019 | Train Acc: 0.5913
 Site-Clipart                  | Train Loss: 2.1299 | Train Acc: 0.5652
 Site-Clipart                  | Train Loss: 2.1721 | Train Acc: 0.4978
 Site-Clipart                  | Train Loss: 2.1244 | Train Acc: 0.5443
 Site-Clipart                  | Train Loss: 2.1213 | Train Acc: 0.5747
 Site-Real                     | Train Loss: 2.0779 | Train Acc: 0.6825
 Site-Real                     | Train Loss: 2.0732 | Train Acc: 0.7345
 Site-Real                     | Train Loss: 2.0524 | Train Acc: 0.7944
 Site-Real                     | Train Loss: 2.0798 | Train Acc: 0.6983
 Site-Painting                 | Train Loss: 2.1163 | Train Acc: 0.5782
 Site-Painting                 | Train Loss: 2.1230 | Train Acc: 0.6068
 Site-Painting                 | Train Loss: 2.1352 | Train Acc: 0.5848
 Site-Sketch                   | Train Loss: 2.1296 | Train Acc: 0.5236
 Site-Sketch                   | Train Loss: 2.1252 | Train Acc: 0.4794
 Site-QuickDraw                | Train Loss: 2.2616 | Train Acc: 0.2049
 Site-Infograph                | Train Loss: 2.2364 | Train Acc: 0.2863
 Site-Clipart                       | Val  Loss: 2.0742 | Val  Acc: 0.5395
 Site-Clipart                       | Val  Loss: 2.1364 | Val  Acc: 0.5047
 Site-Clipart                       | Val  Loss: 2.1257 | Val  Acc: 0.5533
 Site-Clipart                       | Val  Loss: 2.1193 | Val  Acc: 0.5000
 Site-Clipart                       | Val  Loss: 2.1401 | Val  Acc: 0.5085
 Site-Real                          | Val  Loss: 2.0756 | Val  Acc: 0.7381
 Site-Real                          | Val  Loss: 2.0909 | Val  Acc: 0.7119
 Site-Real                          | Val  Loss: 2.0584 | Val  Acc: 0.8061
 Site-Real                          | Val  Loss: 2.0377 | Val  Acc: 0.7879
 Site-Painting                      | Val  Loss: 2.0999 | Val  Acc: 0.6224
 Site-Painting                      | Val  Loss: 2.1192 | Val  Acc: 0.5182
 Site-Painting                      | Val  Loss: 2.1197 | Val  Acc: 0.5885
 Site-Sketch                        | Val  Loss: 2.1194 | Val  Acc: 0.5354
 Site-Sketch                        | Val  Loss: 2.1310 | Val  Acc: 0.4663
 Site-QuickDraw                     | Val  Loss: 2.2800 | Val  Acc: 0.1697
 Site-Infograph                     | Val  Loss: 2.2469 | Val  Acc: 0.2756
Average Valid Accuracy: 0.5516
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.5395
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.5047
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.5533
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.5000
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.5085
 Best site-Real                      | Epoch:6 | Val Acc: 0.7381
 Best site-Real                      | Epoch:6 | Val Acc: 0.7119
 Best site-Real                      | Epoch:6 | Val Acc: 0.8061
 Best site-Real                      | Epoch:6 | Val Acc: 0.7879
 Best site-Painting                  | Epoch:6 | Val Acc: 0.6224
 Best site-Painting                  | Epoch:6 | Val Acc: 0.5182
 Best site-Painting                  | Epoch:6 | Val Acc: 0.5885
 Best site-Sketch                    | Epoch:6 | Val Acc: 0.5354
 Best site-Sketch                    | Epoch:6 | Val Acc: 0.4663
 Best site-QuickDraw                 | Epoch:6 | Val Acc: 0.1697
 Best site-Infograph                 | Epoch:6 | Val Acc: 0.2756
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_1/drfl...
============ Train epoch 7 ============
 Site-Clipart                  | Train Loss: 2.0860 | Train Acc: 0.6087
 Site-Clipart                  | Train Loss: 2.0898 | Train Acc: 0.6335
 Site-Clipart                  | Train Loss: 2.1304 | Train Acc: 0.5022
 Site-Clipart                  | Train Loss: 2.0964 | Train Acc: 0.5886
 Site-Clipart                  | Train Loss: 2.1008 | Train Acc: 0.5814
 Site-Real                     | Train Loss: 2.0456 | Train Acc: 0.7381
 Site-Real                     | Train Loss: 2.0428 | Train Acc: 0.7966
 Site-Real                     | Train Loss: 2.0207 | Train Acc: 0.8105
 Site-Real                     | Train Loss: 2.0513 | Train Acc: 0.7385
 Site-Painting                 | Train Loss: 2.0951 | Train Acc: 0.6667
 Site-Painting                 | Train Loss: 2.0883 | Train Acc: 0.6262
 Site-Painting                 | Train Loss: 2.0585 | Train Acc: 0.6263
 Site-Sketch                   | Train Loss: 2.1092 | Train Acc: 0.5602
 Site-Sketch                   | Train Loss: 2.1181 | Train Acc: 0.5581
 Site-QuickDraw                | Train Loss: 2.2572 | Train Acc: 0.2508
 Site-Infograph                | Train Loss: 2.2359 | Train Acc: 0.2821
 Site-Clipart                       | Val  Loss: 2.0555 | Val  Acc: 0.5921
 Site-Clipart                       | Val  Loss: 2.1112 | Val  Acc: 0.5701
 Site-Clipart                       | Val  Loss: 2.1052 | Val  Acc: 0.6000
 Site-Clipart                       | Val  Loss: 2.0904 | Val  Acc: 0.6143
 Site-Clipart                       | Val  Loss: 2.1167 | Val  Acc: 0.5559
 Site-Real                          | Val  Loss: 2.0564 | Val  Acc: 0.7024
 Site-Real                          | Val  Loss: 2.0461 | Val  Acc: 0.7881
 Site-Real                          | Val  Loss: 2.0205 | Val  Acc: 0.8121
 Site-Real                          | Val  Loss: 2.0097 | Val  Acc: 0.8268
 Site-Painting                      | Val  Loss: 2.0643 | Val  Acc: 0.6531
 Site-Painting                      | Val  Loss: 2.0895 | Val  Acc: 0.5474
 Site-Painting                      | Val  Loss: 2.0981 | Val  Acc: 0.6562
 Site-Sketch                        | Val  Loss: 2.0986 | Val  Acc: 0.5669
 Site-Sketch                        | Val  Loss: 2.1057 | Val  Acc: 0.5674
 Site-QuickDraw                     | Val  Loss: 2.2707 | Val  Acc: 0.2615
 Site-Infograph                     | Val  Loss: 2.2345 | Val  Acc: 0.3269
Average Valid Accuracy: 0.6026
 Best site-Clipart                   | Epoch:7 | Val Acc: 0.5921
