===2023-05-29 06:50:39===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 12
    quantile: 0.5
    std_rw: False
data_number=[18,27,40,58,87,127,188,276,406,442,42,61,91,134,197,290,418,67,99,146,215,316,124,182,268,158,232,266,181,]
client_nums=[10,7,5,3,2,1,1,]
domain number = 12
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[4, 6, 4, 2, 1, 1, 1, 3, 1, 1, 2, 3, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
min_w=0.00349, quan_i=1.00, quan_c=1.00
minimize weight of clients:[]
 Site-White_Male               | Train Loss: 1.9185 | Train Acc: 0.2778
 Site-Black_Female              (0) | Val  Loss: 2.0305 | Val  Acc: 0.2444
 Site-Black_Male                (10)| Val  Loss: 2.2631 | Val  Acc: 0.2273
 Site-Black_Female              (4) | Val  Loss: 1.9677 | Val  Acc: 0.2474
 Site-Black_Male                (11)| Val  Loss: 1.7650 | Val  Acc: 0.2517
 Site-Black_Female              (4) | Val  Loss: 1.8508 | Val  Acc: 0.3175
 Site-East_Asian_Male           (1) | Val  Loss: 2.0120 | Val  Acc: 0.3049
 Site-East_Asian_Female         (8) | Val  Loss: 1.7234 | Val  Acc: 0.4380
 Site-East_Asian_Male           (1) | Val  Loss: 1.9198 | Val  Acc: 0.2978
 Site-Indian_Female             (0) | Val  Loss: 2.0548 | Val  Acc: 0.2952
 Site-Indian_Male               (6) | Val  Loss: 2.0180 | Val  Acc: 0.2323
 Site-Southeast_Asian_Female    (8) | Val  Loss: 2.0813 | Val  Acc: 0.3051
 Site-Middle_Eastern_Male       (1) | Val  Loss: 2.1431 | Val  Acc: 0.1750
Average Valid Accuracy: 0.2941
Aggregated Acc | Val Acc: 0.3026
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.4167
 Best site-White_Female             (7)  | Epoch:1 | Val Acc: 0.2778
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.1923
 Best site-White_Female             (2)  | Epoch:1 | Val Acc: 0.4103
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.2931
 Best site-White_Female             (9)  | Epoch:1 | Val Acc: 0.4353
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.2160
 Best site-White_Female             (9)  | Epoch:1 | Val Acc: 0.3750
 Best site-White_Male               (1)  | Epoch:1 | Val Acc: 0.2694
 Best site-White_Female             (9)  | Epoch:1 | Val Acc: 0.3639
 Best site-Latino_Hispanic_Male     (5)  | Epoch:1 | Val Acc: 0.3571
 Best site-Latino_Hispanic_Female   (3)  | Epoch:1 | Val Acc: 0.2927
 Best site-Latino_Hispanic_Male     (6)  | Epoch:1 | Val Acc: 0.3167
 Best site-Latino_Hispanic_Female   (3)  | Epoch:1 | Val Acc: 0.2360
 Best site-Latino_Hispanic_Male     (6)  | Epoch:1 | Val Acc: 0.2366
 Best site-Latino_Hispanic_Female   (3)  | Epoch:1 | Val Acc: 0.2694
 Best site-Latino_Hispanic_Male     (6)  | Epoch:1 | Val Acc: 0.2338
 Best site-Black_Female             (0)  | Epoch:1 | Val Acc: 0.2444
 Best site-Black_Male               (10) | Epoch:1 | Val Acc: 0.2273
 Best site-Black_Female             (4)  | Epoch:1 | Val Acc: 0.2474
 Best site-Black_Male               (11) | Epoch:1 | Val Acc: 0.2517
 Best site-Black_Female             (4)  | Epoch:1 | Val Acc: 0.3175
 Best site-East_Asian_Male          (1)  | Epoch:1 | Val Acc: 0.3049
 Best site-East_Asian_Female        (8)  | Epoch:1 | Val Acc: 0.4380
 Best site-East_Asian_Male          (1)  | Epoch:1 | Val Acc: 0.2978
 Best site-Indian_Female            (0)  | Epoch:1 | Val Acc: 0.2952
 Best site-Indian_Male              (6)  | Epoch:1 | Val Acc: 0.2323
 Best site-Southeast_Asian_Female   (8)  | Epoch:1 | Val Acc: 0.3051
 Best site-Middle_Eastern_Male      (1)  | Epoch:1 | Val Acc: 0.1750
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven-quan_1.47_1_gender_cluster_12/ccop_q=1...
============ Train epoch 2 ============
cnt=[1, 3, 1, 2, 3, 4, 1, 5, 2, 3, 3, 1, ]
power_decay: 0.9, powerI: 0.8645, powerC: 0.1355
min_w=0.01197, quan_i=1.92, quan_c=1.93
minimize weight of clients:[0, 1, 3, 5, 7, 9, 10, 13, 22, 24, ]
 Site-White_Male               | Train Loss: 1.8173 | Train Acc: 0.3333
 Site-White_Female             | Train Loss: 1.8354 | Train Acc: 0.3704
 Site-White_Male               | Train Loss: 1.9258 | Train Acc: 0.3000
 Site-White_Female             | Train Loss: 1.7066 | Train Acc: 0.3966
 Site-White_Male               | Train Loss: 1.9905 | Train Acc: 0.2989
 Site-White_Female             | Train Loss: 1.8038 | Train Acc: 0.3701
 Site-White_Male               | Train Loss: 1.9159 | Train Acc: 0.2394
 Site-White_Female             | Train Loss: 1.8229 | Train Acc: 0.3587
 Site-White_Male               | Train Loss: 1.9326 | Train Acc: 0.2685
 Site-White_Female             | Train Loss: 1.8005 | Train Acc: 0.3710
 Site-Latino_Hispanic_Male     | Train Loss: 1.7925 | Train Acc: 0.1905
 Site-Latino_Hispanic_Female   | Train Loss: 1.9488 | Train Acc: 0.2623
 Site-Latino_Hispanic_Male     | Train Loss: 1.9443 | Train Acc: 0.2418
 Site-Latino_Hispanic_Female   | Train Loss: 1.8047 | Train Acc: 0.2836
 Site-Latino_Hispanic_Male     | Train Loss: 1.8054 | Train Acc: 0.2437
 Site-Latino_Hispanic_Female   | Train Loss: 1.8920 | Train Acc: 0.3000
 Site-Latino_Hispanic_Male     | Train Loss: 1.8728 | Train Acc: 0.2344
 Site-Black_Female             | Train Loss: 1.8114 | Train Acc: 0.3433
 Site-Black_Male               | Train Loss: 1.9958 | Train Acc: 0.1717
 Site-Black_Female             | Train Loss: 1.8224 | Train Acc: 0.3699
 Site-Black_Male               | Train Loss: 1.9547 | Train Acc: 0.2279
 Site-Black_Female             | Train Loss: 1.8783 | Train Acc: 0.3228
 Site-East_Asian_Male          | Train Loss: 1.8799 | Train Acc: 0.3306
 Site-East_Asian_Female        | Train Loss: 1.7062 | Train Acc: 0.4451
 Site-East_Asian_Male          | Train Loss: 1.8378 | Train Acc: 0.3022
 Site-Indian_Female            | Train Loss: 2.0513 | Train Acc: 0.2532
 Site-Indian_Male              | Train Loss: 1.9658 | Train Acc: 0.2328
 Site-Southeast_Asian_Female   | Train Loss: 2.0128 | Train Acc: 0.3083
 Site-Middle_Eastern_Male      | Train Loss: 2.0835 | Train Acc: 0.2210
 Site-White_Male                (6) | Val  Loss: 1.7819 | Val  Acc: 0.4167
 Site-White_Female              (0) | Val  Loss: 1.9638 | Val  Acc: 0.2222
 Site-White_Male                (7) | Val  Loss: 1.9553 | Val  Acc: 0.1923
 Site-White_Female              (5) | Val  Loss: 1.7549 | Val  Acc: 0.3333
 Site-White_Male                (7) | Val  Loss: 1.9645 | Val  Acc: 0.2069
 Site-White_Female              (5) | Val  Loss: 1.8187 | Val  Acc: 0.4000
 Site-White_Male                (7) | Val  Loss: 1.9370 | Val  Acc: 0.2400
 Site-White_Female              (5) | Val  Loss: 1.8044 | Val  Acc: 0.3750
 Site-White_Male                (7) | Val  Loss: 1.8674 | Val  Acc: 0.2841
 Site-White_Female              (5) | Val  Loss: 1.8040 | Val  Acc: 0.3503
 Site-Latino_Hispanic_Male      (11)| Val  Loss: 2.0281 | Val  Acc: 0.2857
 Site-Latino_Hispanic_Female    (2) | Val  Loss: 1.9610 | Val  Acc: 0.2439
 Site-Latino_Hispanic_Male      (9) | Val  Loss: 1.8372 | Val  Acc: 0.2667
 Site-Latino_Hispanic_Female    (8) | Val  Loss: 1.9266 | Val  Acc: 0.2472
 Site-Latino_Hispanic_Male      (9) | Val  Loss: 1.7889 | Val  Acc: 0.2137
 Site-Latino_Hispanic_Female    (8) | Val  Loss: 1.7470 | Val  Acc: 0.2539
 Site-Latino_Hispanic_Male      (1) | Val  Loss: 1.8973 | Val  Acc: 0.2410
 Site-Black_Female              (4) | Val  Loss: 1.9953 | Val  Acc: 0.2444
 Site-Black_Male                (3) | Val  Loss: 2.3653 | Val  Acc: 0.2576
 Site-Black_Female              (4) | Val  Loss: 1.9262 | Val  Acc: 0.3093
 Site-Black_Male                (3) | Val  Loss: 1.7488 | Val  Acc: 0.2587
 Site-Black_Female              (4) | Val  Loss: 1.8434 | Val  Acc: 0.3033
 Site-East_Asian_Male           (1) | Val  Loss: 1.9595 | Val  Acc: 0.3171
 Site-East_Asian_Female         (10)| Val  Loss: 1.7154 | Val  Acc: 0.4545
 Site-East_Asian_Male           (1) | Val  Loss: 1.8867 | Val  Acc: 0.3202
 Site-Indian_Female             (10)| Val  Loss: 2.0456 | Val  Acc: 0.2762
 Site-Indian_Male               (9) | Val  Loss: 1.9926 | Val  Acc: 0.2323
 Site-Southeast_Asian_Female    (10)| Val  Loss: 2.0869 | Val  Acc: 0.2938
 Site-Middle_Eastern_Male       (7) | Val  Loss: 2.1369 | Val  Acc: 0.1667
Average Valid Accuracy: 0.2830
Aggregated Acc | Val Acc: 0.2848
============ Train epoch 3 ============
cnt=[1, 4, 3, 5, 5, 1, 1, 1, 2, 1, 4, 1, ]
power_decay: 0.9, powerI: 0.8280, powerC: 0.1720
min_w=0.01154, quan_i=1.89, quan_c=1.93
minimize weight of clients:[0, 1, 3, 5, 7, 9, 10, 17, 19, 24, ]
 Site-White_Male               | Train Loss: 1.8272 | Train Acc: 0.2778
 Site-White_Female             | Train Loss: 1.7732 | Train Acc: 0.4074
 Site-White_Male               | Train Loss: 1.8660 | Train Acc: 0.3750
 Site-White_Female             | Train Loss: 1.7182 | Train Acc: 0.3966
 Site-White_Male               | Train Loss: 1.9922 | Train Acc: 0.2874
 Site-White_Female             | Train Loss: 1.7571 | Train Acc: 0.3701
 Site-White_Male               | Train Loss: 1.8994 | Train Acc: 0.2660
 Site-White_Female             | Train Loss: 1.8285 | Train Acc: 0.3406
 Site-White_Male               | Train Loss: 1.9199 | Train Acc: 0.2734
 Site-White_Female             | Train Loss: 1.7928 | Train Acc: 0.3710
 Site-Latino_Hispanic_Male     | Train Loss: 1.8189 | Train Acc: 0.1905
 Site-Latino_Hispanic_Female   | Train Loss: 1.9060 | Train Acc: 0.2623
 Site-Latino_Hispanic_Male     | Train Loss: 1.8947 | Train Acc: 0.2308
 Site-Latino_Hispanic_Female   | Train Loss: 1.9573 | Train Acc: 0.2985
 Site-Latino_Hispanic_Male     | Train Loss: 1.9595 | Train Acc: 0.2741
 Site-Latino_Hispanic_Female   | Train Loss: 1.8591 | Train Acc: 0.2793
 Site-Latino_Hispanic_Male     | Train Loss: 1.8842 | Train Acc: 0.2512
 Site-Black_Female             | Train Loss: 2.1140 | Train Acc: 0.2388
 Site-Black_Male               | Train Loss: 1.9169 | Train Acc: 0.1919
 Site-Black_Female             | Train Loss: 1.8708 | Train Acc: 0.3356
 Site-Black_Male               | Train Loss: 1.9177 | Train Acc: 0.2605
 Site-Black_Female             | Train Loss: 1.8478 | Train Acc: 0.3006
 Site-East_Asian_Male          | Train Loss: 1.8217 | Train Acc: 0.2984
 Site-East_Asian_Female        | Train Loss: 1.6943 | Train Acc: 0.4560
 Site-East_Asian_Male          | Train Loss: 1.8724 | Train Acc: 0.3097
 Site-Indian_Female            | Train Loss: 2.0286 | Train Acc: 0.2468
 Site-Indian_Male              | Train Loss: 1.9056 | Train Acc: 0.2328
 Site-Southeast_Asian_Female   | Train Loss: 1.9727 | Train Acc: 0.3195
 Site-Middle_Eastern_Male      | Train Loss: 2.0410 | Train Acc: 0.2155
 Site-White_Male                (5) | Val  Loss: 1.7361 | Val  Acc: 0.3333
 Site-White_Female              (7) | Val  Loss: 1.9438 | Val  Acc: 0.3333
 Site-White_Male                (9) | Val  Loss: 1.9609 | Val  Acc: 0.2692
 Site-White_Female              (10)| Val  Loss: 1.7461 | Val  Acc: 0.4103
 Site-White_Male                (1) | Val  Loss: 1.9112 | Val  Acc: 0.2414
 Site-White_Female              (10)| Val  Loss: 1.7863 | Val  Acc: 0.3882
 Site-White_Male                (1) | Val  Loss: 1.9008 | Val  Acc: 0.2880
 Site-White_Female              (10)| Val  Loss: 1.8088 | Val  Acc: 0.3750
 Site-White_Male                (1) | Val  Loss: 1.8454 | Val  Acc: 0.3026
 Site-White_Female              (10)| Val  Loss: 1.7982 | Val  Acc: 0.3673
 Site-Latino_Hispanic_Male      (6) | Val  Loss: 1.9739 | Val  Acc: 0.2500
 Site-Latino_Hispanic_Female    (0) | Val  Loss: 1.9681 | Val  Acc: 0.2683
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.8108 | Val  Acc: 0.3500
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.8971 | Val  Acc: 0.2584
 Site-Latino_Hispanic_Male      (3) | Val  Loss: 1.7684 | Val  Acc: 0.1832
 Site-Latino_Hispanic_Female    (4) | Val  Loss: 1.7549 | Val  Acc: 0.2332
 Site-Latino_Hispanic_Male      (11)| Val  Loss: 1.8765 | Val  Acc: 0.2158
 Site-Black_Female              (2) | Val  Loss: 1.9846 | Val  Acc: 0.2667
 Site-Black_Male                (3) | Val  Loss: 2.1841 | Val  Acc: 0.2424
 Site-Black_Female              (2) | Val  Loss: 1.9063 | Val  Acc: 0.3093
 Site-Black_Male                (3) | Val  Loss: 1.7222 | Val  Acc: 0.3077
 Site-Black_Female              (2) | Val  Loss: 1.8155 | Val  Acc: 0.3081
 Site-East_Asian_Male           (8) | Val  Loss: 1.9051 | Val  Acc: 0.3415
 Site-East_Asian_Female         (4) | Val  Loss: 1.6868 | Val  Acc: 0.4463
 Site-East_Asian_Male           (8) | Val  Loss: 1.8572 | Val  Acc: 0.2978
 Site-Indian_Female             (4) | Val  Loss: 2.0406 | Val  Acc: 0.2952
 Site-Indian_Male               (3) | Val  Loss: 1.9621 | Val  Acc: 0.2387
 Site-Southeast_Asian_Female    (4) | Val  Loss: 2.0618 | Val  Acc: 0.2768
 Site-Middle_Eastern_Male       (1) | Val  Loss: 2.0980 | Val  Acc: 0.1750
Average Valid Accuracy: 0.2956
Aggregated Acc | Val Acc: 0.2906
 Best site-White_Male               (5)  | Epoch:3 | Val Acc: 0.3333
 Best site-White_Female             (7)  | Epoch:3 | Val Acc: 0.3333
 Best site-White_Male               (9)  | Epoch:3 | Val Acc: 0.2692
 Best site-White_Female             (10) | Epoch:3 | Val Acc: 0.4103
 Best site-White_Male               (1)  | Epoch:3 | Val Acc: 0.2414
 Best site-White_Female             (10) | Epoch:3 | Val Acc: 0.3882
 Best site-White_Male               (1)  | Epoch:3 | Val Acc: 0.2880
 Best site-White_Female             (10) | Epoch:3 | Val Acc: 0.3750
 Best site-White_Male               (1)  | Epoch:3 | Val Acc: 0.3026
 Best site-White_Female             (10) | Epoch:3 | Val Acc: 0.3673
 Best site-Latino_Hispanic_Male     (6)  | Epoch:3 | Val Acc: 0.2500
 Best site-Latino_Hispanic_Female   (0)  | Epoch:3 | Val Acc: 0.2683
 Best site-Latino_Hispanic_Male     (3)  | Epoch:3 | Val Acc: 0.3500
 Best site-Latino_Hispanic_Female   (4)  | Epoch:3 | Val Acc: 0.2584
 Best site-Latino_Hispanic_Male     (3)  | Epoch:3 | Val Acc: 0.1832
 Best site-Latino_Hispanic_Female   (4)  | Epoch:3 | Val Acc: 0.2332
 Best site-Latino_Hispanic_Male     (11) | Epoch:3 | Val Acc: 0.2158
 Best site-Black_Female             (2)  | Epoch:3 | Val Acc: 0.2667
 Best site-Black_Male               (3)  | Epoch:3 | Val Acc: 0.2424
 Best site-Black_Female             (2)  | Epoch:3 | Val Acc: 0.3093
 Best site-Black_Male               (3)  | Epoch:3 | Val Acc: 0.3077
 Best site-Black_Female             (2)  | Epoch:3 | Val Acc: 0.3081
 Best site-East_Asian_Male          (8)  | Epoch:3 | Val Acc: 0.3415
 Best site-East_Asian_Female        (4)  | Epoch:3 | Val Acc: 0.4463
