===2023-05-24 23:40:05===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 9
data_number=[17,25,37,54,80,118,173,255,374,551,38,57,84,123,181,267,393,62,91,135,198,291,114,168,247,145,214,244,166,]
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[2812,1912,1300,884,601,408,277,]
domain number = 9
multiply 100 for Ea!
use train loss for Ea
============ Train epoch 0 ============
cnt=[3, 6, 1, 8, 4, 4, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
sum of wi : 1.0000
 Site-White                    | Train Loss: 1.7431 | Train Acc: 0.3529
 Site-Middle_Eastern           | Train Loss: 1.8831 | Train Acc: 0.3614
 Site-White                     (6) | Val  Loss: 1.1877 | Val  Acc: 0.6364
 Site-White                     (3) | Val  Loss: 1.9770 | Val  Acc: 0.3125
 Site-White                     (0) | Val  Loss: 2.0864 | Val  Acc: 0.2500
 Site-White                     (3) | Val  Loss: 1.9785 | Val  Acc: 0.2222
 Site-White                     (3) | Val  Loss: 1.9265 | Val  Acc: 0.2642
 Site-White                     (0) | Val  Loss: 1.7640 | Val  Acc: 0.3205
 Site-White                     (3) | Val  Loss: 1.8687 | Val  Acc: 0.2870
 Site-White                     (3) | Val  Loss: 1.8849 | Val  Acc: 0.3373
 Site-White                     (3) | Val  Loss: 1.9128 | Val  Acc: 0.3092
 Site-White                     (3) | Val  Loss: 1.9016 | Val  Acc: 0.3052
 Site-Latino_Hispanic           (2) | Val  Loss: 2.3807 | Val  Acc: 0.1600
 Site-Latino_Hispanic           (3) | Val  Loss: 1.9193 | Val  Acc: 0.3158
 Site-Latino_Hispanic           (4) | Val  Loss: 1.7835 | Val  Acc: 0.3214
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8459 | Val  Acc: 0.2927
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8920 | Val  Acc: 0.3140
 Site-Latino_Hispanic           (1) | Val  Loss: 1.9305 | Val  Acc: 0.2584
 Site-Latino_Hispanic           (1) | Val  Loss: 2.1124 | Val  Acc: 0.2529
 Site-Black                     (8) | Val  Loss: 1.8996 | Val  Acc: 0.2195
 Site-Black                     (5) | Val  Loss: 2.0552 | Val  Acc: 0.2459
 Site-Black                     (5) | Val  Loss: 2.0560 | Val  Acc: 0.2333
 Site-Black                     (5) | Val  Loss: 2.1147 | Val  Acc: 0.3106
 Site-Black                     (5) | Val  Loss: 2.1418 | Val  Acc: 0.2423
 Site-East_Asian                (4) | Val  Loss: 1.6797 | Val  Acc: 0.3421
 Site-East_Asian                (7) | Val  Loss: 1.8486 | Val  Acc: 0.3750
 Site-East_Asian                (4) | Val  Loss: 1.8960 | Val  Acc: 0.3537
 Site-Indian                    (1) | Val  Loss: 2.0525 | Val  Acc: 0.2577
 Site-Indian                    (1) | Val  Loss: 2.0197 | Val  Acc: 0.2394
 Site-Southeast_Asian           (4) | Val  Loss: 2.0789 | Val  Acc: 0.3067
 Site-Middle_Eastern            (0) | Val  Loss: 1.8372 | Val  Acc: 0.3636
Average Valid Accuracy: 0.2983
Aggregated Acc | Val Acc: 0.3172
 Best site-White                    (6)  | Epoch:0 | Val Acc: 0.6364
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.3125
 Best site-White                    (0)  | Epoch:0 | Val Acc: 0.2500
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.2222
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.2642
 Best site-White                    (0)  | Epoch:0 | Val Acc: 0.3205
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.2870
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.3373
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.3092
 Best site-White                    (3)  | Epoch:0 | Val Acc: 0.3052
 Best site-Latino_Hispanic          (2)  | Epoch:0 | Val Acc: 0.1600
 Best site-Latino_Hispanic          (3)  | Epoch:0 | Val Acc: 0.3158
 Best site-Latino_Hispanic          (4)  | Epoch:0 | Val Acc: 0.3214
 Best site-Latino_Hispanic          (1)  | Epoch:0 | Val Acc: 0.2927
 Best site-Latino_Hispanic          (1)  | Epoch:0 | Val Acc: 0.3140
 Best site-Latino_Hispanic          (1)  | Epoch:0 | Val Acc: 0.2584
 Best site-Latino_Hispanic          (1)  | Epoch:0 | Val Acc: 0.2529
 Best site-Black                    (8)  | Epoch:0 | Val Acc: 0.2195
 Best site-Black                    (5)  | Epoch:0 | Val Acc: 0.2459
 Best site-Black                    (5)  | Epoch:0 | Val Acc: 0.2333
 Best site-Black                    (5)  | Epoch:0 | Val Acc: 0.3106
 Best site-Black                    (5)  | Epoch:0 | Val Acc: 0.2423
 Best site-East_Asian               (4)  | Epoch:0 | Val Acc: 0.3421
 Best site-East_Asian               (7)  | Epoch:0 | Val Acc: 0.3750
 Best site-East_Asian               (4)  | Epoch:0 | Val Acc: 0.3537
 Best site-Indian                   (1)  | Epoch:0 | Val Acc: 0.2577
 Best site-Indian                   (1)  | Epoch:0 | Val Acc: 0.2394
 Best site-Southeast_Asian          (4)  | Epoch:0 | Val Acc: 0.3067
 Best site-Middle_Eastern           (0)  | Epoch:0 | Val Acc: 0.3636
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_cluster_9/ccop_q=1...
============ Train epoch 1 ============
cnt=[1, 9, 3, 3, 4, 1, 1, 6, 1, ]
power_decay: 0.9, powerI: 0.9050, powerC: 0.0950
sum of wi : 1.0000
 Site-White                    | Train Loss: 1.6988 | Train Acc: 0.3529
 Site-White                    | Train Loss: 2.0695 | Train Acc: 0.2400
 Site-White                    | Train Loss: 1.9230 | Train Acc: 0.3243
 Site-White                    | Train Loss: 1.8109 | Train Acc: 0.3519
 Site-White                    | Train Loss: 1.8694 | Train Acc: 0.3750
 Site-White                    | Train Loss: 1.8577 | Train Acc: 0.3475
 Site-White                    | Train Loss: 1.8617 | Train Acc: 0.3237
 Site-White                    | Train Loss: 1.8797 | Train Acc: 0.3020
 Site-White                    | Train Loss: 1.8532 | Train Acc: 0.3262
 Site-White                    | Train Loss: 1.8839 | Train Acc: 0.3067
 Site-Latino_Hispanic          | Train Loss: 1.7977 | Train Acc: 0.2105
 Site-Latino_Hispanic          | Train Loss: 2.1125 | Train Acc: 0.1754
 Site-Latino_Hispanic          | Train Loss: 1.7987 | Train Acc: 0.2976
 Site-Latino_Hispanic          | Train Loss: 1.8976 | Train Acc: 0.2520
 Site-Latino_Hispanic          | Train Loss: 1.9363 | Train Acc: 0.2541
 Site-Latino_Hispanic          | Train Loss: 1.9283 | Train Acc: 0.2772
 Site-Latino_Hispanic          | Train Loss: 1.8593 | Train Acc: 0.2697
 Site-Black                    | Train Loss: 1.8488 | Train Acc: 0.3226
 Site-Black                    | Train Loss: 1.9859 | Train Acc: 0.2418
 Site-Black                    | Train Loss: 1.9419 | Train Acc: 0.2741
 Site-Black                    | Train Loss: 1.8731 | Train Acc: 0.2929
 Site-Black                    | Train Loss: 1.9370 | Train Acc: 0.2612
 Site-East_Asian               | Train Loss: 1.8252 | Train Acc: 0.3860
 Site-East_Asian               | Train Loss: 1.8675 | Train Acc: 0.3452
 Site-East_Asian               | Train Loss: 1.8259 | Train Acc: 0.3522
 Site-Indian                   | Train Loss: 2.0955 | Train Acc: 0.2138
 Site-Indian                   | Train Loss: 2.1028 | Train Acc: 0.2196
 Site-Southeast_Asian          | Train Loss: 2.0293 | Train Acc: 0.3279
 Site-Middle_Eastern           | Train Loss: 1.8179 | Train Acc: 0.3675
 Site-White                     (5) | Val  Loss: 1.2788 | Val  Acc: 0.6364
 Site-White                     (6) | Val  Loss: 1.9415 | Val  Acc: 0.3125
 Site-White                     (1) | Val  Loss: 2.0931 | Val  Acc: 0.2500
 Site-White                     (1) | Val  Loss: 1.9296 | Val  Acc: 0.3056
 Site-White                     (1) | Val  Loss: 1.8717 | Val  Acc: 0.3208
 Site-White                     (1) | Val  Loss: 1.7547 | Val  Acc: 0.3333
 Site-White                     (1) | Val  Loss: 1.8640 | Val  Acc: 0.3043
 Site-White                     (1) | Val  Loss: 1.8481 | Val  Acc: 0.3077
 Site-White                     (1) | Val  Loss: 1.8796 | Val  Acc: 0.3052
 Site-White                     (1) | Val  Loss: 1.8778 | Val  Acc: 0.3134
 Site-Latino_Hispanic           (8) | Val  Loss: 2.2693 | Val  Acc: 0.1600
 Site-Latino_Hispanic           (7) | Val  Loss: 1.8998 | Val  Acc: 0.2105
 Site-Latino_Hispanic           (7) | Val  Loss: 1.7678 | Val  Acc: 0.3750
 Site-Latino_Hispanic           (4) | Val  Loss: 1.8224 | Val  Acc: 0.2805
 Site-Latino_Hispanic           (7) | Val  Loss: 1.8568 | Val  Acc: 0.2727
 Site-Latino_Hispanic           (7) | Val  Loss: 1.8764 | Val  Acc: 0.2809
 Site-Latino_Hispanic           (7) | Val  Loss: 2.0190 | Val  Acc: 0.2490
 Site-Black                     (0) | Val  Loss: 1.9039 | Val  Acc: 0.2195
 Site-Black                     (4) | Val  Loss: 2.0125 | Val  Acc: 0.1639
 Site-Black                     (2) | Val  Loss: 2.0266 | Val  Acc: 0.2444
 Site-Black                     (2) | Val  Loss: 2.0443 | Val  Acc: 0.2727
 Site-Black                     (2) | Val  Loss: 2.0411 | Val  Acc: 0.2629
 Site-East_Asian                (3) | Val  Loss: 1.6530 | Val  Acc: 0.3553
 Site-East_Asian                (3) | Val  Loss: 1.8395 | Val  Acc: 0.3571
 Site-East_Asian                (3) | Val  Loss: 1.8732 | Val  Acc: 0.3598
 Site-Indian                    (4) | Val  Loss: 2.0015 | Val  Acc: 0.2680
 Site-Indian                    (4) | Val  Loss: 1.9875 | Val  Acc: 0.2606
 Site-Southeast_Asian           (7) | Val  Loss: 2.0553 | Val  Acc: 0.2883
 Site-Middle_Eastern            (1) | Val  Loss: 1.7747 | Val  Acc: 0.3818
Average Valid Accuracy: 0.2984
Aggregated Acc | Val Acc: 0.3091
 Best site-White                    (5)  | Epoch:1 | Val Acc: 0.6364
 Best site-White                    (6)  | Epoch:1 | Val Acc: 0.3125
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.2500
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3056
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3208
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3333
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3043
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3077
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3052
 Best site-White                    (1)  | Epoch:1 | Val Acc: 0.3134
 Best site-Latino_Hispanic          (8)  | Epoch:1 | Val Acc: 0.1600
 Best site-Latino_Hispanic          (7)  | Epoch:1 | Val Acc: 0.2105
 Best site-Latino_Hispanic          (7)  | Epoch:1 | Val Acc: 0.3750
 Best site-Latino_Hispanic          (4)  | Epoch:1 | Val Acc: 0.2805
 Best site-Latino_Hispanic          (7)  | Epoch:1 | Val Acc: 0.2727
 Best site-Latino_Hispanic          (7)  | Epoch:1 | Val Acc: 0.2809
 Best site-Latino_Hispanic          (7)  | Epoch:1 | Val Acc: 0.2490
 Best site-Black                    (0)  | Epoch:1 | Val Acc: 0.2195
 Best site-Black                    (4)  | Epoch:1 | Val Acc: 0.1639
 Best site-Black                    (2)  | Epoch:1 | Val Acc: 0.2444
 Best site-Black                    (2)  | Epoch:1 | Val Acc: 0.2727
 Best site-Black                    (2)  | Epoch:1 | Val Acc: 0.2629
 Best site-East_Asian               (3)  | Epoch:1 | Val Acc: 0.3553
 Best site-East_Asian               (3)  | Epoch:1 | Val Acc: 0.3571
 Best site-East_Asian               (3)  | Epoch:1 | Val Acc: 0.3598
 Best site-Indian                   (4)  | Epoch:1 | Val Acc: 0.2680
 Best site-Indian                   (4)  | Epoch:1 | Val Acc: 0.2606
 Best site-Southeast_Asian          (7)  | Epoch:1 | Val Acc: 0.2883
 Best site-Middle_Eastern           (1)  | Epoch:1 | Val Acc: 0.3818
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_uneven_1.47_1_cluster_9/ccop_q=1...
============ Train epoch 2 ============
cnt=[1, 5, 9, 3, 1, 1, 1, 1, 7, ]
power_decay: 0.9, powerI: 0.8645, powerC: 0.1355
sum of wi : 1.0000
 Site-White                    | Train Loss: 1.6884 | Train Acc: 0.3529
 Site-White                    | Train Loss: 2.0438 | Train Acc: 0.2800
 Site-White                    | Train Loss: 1.8988 | Train Acc: 0.3243
 Site-White                    | Train Loss: 1.8326 | Train Acc: 0.3333
 Site-White                    | Train Loss: 1.9595 | Train Acc: 0.3500
 Site-White                    | Train Loss: 1.8243 | Train Acc: 0.3559
 Site-White                    | Train Loss: 1.8608 | Train Acc: 0.3179
 Site-White                    | Train Loss: 1.8458 | Train Acc: 0.3176
 Site-White                    | Train Loss: 1.8382 | Train Acc: 0.3155
 Site-White                    | Train Loss: 1.8597 | Train Acc: 0.3122
 Site-Latino_Hispanic          | Train Loss: 1.7878 | Train Acc: 0.2368
 Site-Latino_Hispanic          | Train Loss: 2.1015 | Train Acc: 0.1404
 Site-Latino_Hispanic          | Train Loss: 1.9058 | Train Acc: 0.3214
 Site-Latino_Hispanic          | Train Loss: 1.8549 | Train Acc: 0.3008
 Site-Latino_Hispanic          | Train Loss: 1.9437 | Train Acc: 0.2541
 Site-Latino_Hispanic          | Train Loss: 1.8589 | Train Acc: 0.2772
 Site-Latino_Hispanic          | Train Loss: 1.8505 | Train Acc: 0.2646
 Site-Black                    | Train Loss: 1.8635 | Train Acc: 0.2742
 Site-Black                    | Train Loss: 1.9059 | Train Acc: 0.2637
 Site-Black                    | Train Loss: 1.9014 | Train Acc: 0.2963
 Site-Black                    | Train Loss: 1.9776 | Train Acc: 0.3131
 Site-Black                    | Train Loss: 1.9133 | Train Acc: 0.2749
 Site-East_Asian               | Train Loss: 1.8069 | Train Acc: 0.3596
 Site-East_Asian               | Train Loss: 1.8312 | Train Acc: 0.3274
 Site-East_Asian               | Train Loss: 1.8108 | Train Acc: 0.3522
 Site-Indian                   | Train Loss: 2.0996 | Train Acc: 0.2207
 Site-Indian                   | Train Loss: 2.0481 | Train Acc: 0.2336
 Site-Southeast_Asian          | Train Loss: 2.0148 | Train Acc: 0.2951
 Site-Middle_Eastern           | Train Loss: 1.8319 | Train Acc: 0.3253
 Site-White                     (6) | Val  Loss: 1.2681 | Val  Acc: 0.7273
 Site-White                     (4) | Val  Loss: 1.9450 | Val  Acc: 0.2500
 Site-White                     (2) | Val  Loss: 2.0670 | Val  Acc: 0.2500
 Site-White                     (2) | Val  Loss: 1.9303 | Val  Acc: 0.2222
 Site-White                     (2) | Val  Loss: 1.9021 | Val  Acc: 0.2830
 Site-White                     (2) | Val  Loss: 1.7485 | Val  Acc: 0.3205
 Site-White                     (2) | Val  Loss: 1.8261 | Val  Acc: 0.2870
 Site-White                     (2) | Val  Loss: 1.8375 | Val  Acc: 0.3314
 Site-White                     (2) | Val  Loss: 1.8562 | Val  Acc: 0.3213
 Site-White                     (2) | Val  Loss: 1.8558 | Val  Acc: 0.3188
 Site-Latino_Hispanic           (7) | Val  Loss: 2.2870 | Val  Acc: 0.1200
 Site-Latino_Hispanic           (2) | Val  Loss: 1.8764 | Val  Acc: 0.2368
 Site-Latino_Hispanic           (8) | Val  Loss: 1.7671 | Val  Acc: 0.2321
 Site-Latino_Hispanic           (0) | Val  Loss: 1.7902 | Val  Acc: 0.2683
 Site-Latino_Hispanic           (3) | Val  Loss: 1.8312 | Val  Acc: 0.3058
 Site-Latino_Hispanic           (8) | Val  Loss: 1.8667 | Val  Acc: 0.3034
 Site-Latino_Hispanic           (3) | Val  Loss: 1.9762 | Val  Acc: 0.2567
 Site-Black                     (5) | Val  Loss: 1.8774 | Val  Acc: 0.2683
 Site-Black                     (1) | Val  Loss: 1.9788 | Val  Acc: 0.2295
 Site-Black                     (1) | Val  Loss: 1.9835 | Val  Acc: 0.2667
 Site-Black                     (1) | Val  Loss: 2.0018 | Val  Acc: 0.2803
 Site-Black                     (1) | Val  Loss: 1.9876 | Val  Acc: 0.2835
 Site-East_Asian                (8) | Val  Loss: 1.6491 | Val  Acc: 0.3816
 Site-East_Asian                (8) | Val  Loss: 1.8128 | Val  Acc: 0.3393
 Site-East_Asian                (8) | Val  Loss: 1.8444 | Val  Acc: 0.3476
 Site-Indian                    (8) | Val  Loss: 1.9752 | Val  Acc: 0.2474
 Site-Indian                    (1) | Val  Loss: 1.9550 | Val  Acc: 0.2324
 Site-Southeast_Asian           (8) | Val  Loss: 2.0398 | Val  Acc: 0.2883
 Site-Middle_Eastern            (3) | Val  Loss: 1.7669 | Val  Acc: 0.3818
Average Valid Accuracy: 0.2959
Aggregated Acc | Val Acc: 0.3109
============ Train epoch 3 ============
cnt=[2, 5, 10, 3, 5, 1, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.8280, powerC: 0.1720
sum of wi : 1.0000
 Site-White                    | Train Loss: 1.6522 | Train Acc: 0.4118
 Site-White                    | Train Loss: 1.9975 | Train Acc: 0.2800
 Site-White                    | Train Loss: 1.8669 | Train Acc: 0.2703
 Site-White                    | Train Loss: 1.7847 | Train Acc: 0.3333
 Site-White                    | Train Loss: 1.8877 | Train Acc: 0.3500
 Site-White                    | Train Loss: 1.7899 | Train Acc: 0.3559
 Site-White                    | Train Loss: 1.8678 | Train Acc: 0.2717
 Site-White                    | Train Loss: 1.8174 | Train Acc: 0.3098
 Site-White                    | Train Loss: 1.8029 | Train Acc: 0.3396
 Site-White                    | Train Loss: 1.8351 | Train Acc: 0.3140
 Site-Latino_Hispanic          | Train Loss: 1.7546 | Train Acc: 0.2632
 Site-Latino_Hispanic          | Train Loss: 2.0665 | Train Acc: 0.1579
 Site-Latino_Hispanic          | Train Loss: 1.8021 | Train Acc: 0.3095
 Site-Latino_Hispanic          | Train Loss: 1.8463 | Train Acc: 0.2846
 Site-Latino_Hispanic          | Train Loss: 1.9019 | Train Acc: 0.2486
 Site-Latino_Hispanic          | Train Loss: 1.8640 | Train Acc: 0.2996
 Site-Latino_Hispanic          | Train Loss: 1.8519 | Train Acc: 0.2621
 Site-Black                    | Train Loss: 1.8595 | Train Acc: 0.2903
 Site-Black                    | Train Loss: 1.8758 | Train Acc: 0.2527
 Site-Black                    | Train Loss: 1.8658 | Train Acc: 0.2889
 Site-Black                    | Train Loss: 1.8172 | Train Acc: 0.2828
 Site-Black                    | Train Loss: 1.8836 | Train Acc: 0.2543
 Site-East_Asian               | Train Loss: 1.7818 | Train Acc: 0.3772
 Site-East_Asian               | Train Loss: 1.8150 | Train Acc: 0.3036
 Site-East_Asian               | Train Loss: 1.7815 | Train Acc: 0.3563
 Site-Indian                   | Train Loss: 2.0477 | Train Acc: 0.2138
 Site-Indian                   | Train Loss: 2.0077 | Train Acc: 0.2477
 Site-Southeast_Asian          | Train Loss: 1.9921 | Train Acc: 0.2869
 Site-Middle_Eastern           | Train Loss: 1.7627 | Train Acc: 0.3614
 Site-White                     (5) | Val  Loss: 1.2880 | Val  Acc: 0.5455
 Site-White                     (7) | Val  Loss: 1.8947 | Val  Acc: 0.3125
 Site-White                     (6) | Val  Loss: 2.0620 | Val  Acc: 0.2500
 Site-White                     (2) | Val  Loss: 1.8420 | Val  Acc: 0.2778
 Site-White                     (2) | Val  Loss: 1.8543 | Val  Acc: 0.2642
 Site-White                     (2) | Val  Loss: 1.7222 | Val  Acc: 0.2692
 Site-White                     (2) | Val  Loss: 1.8075 | Val  Acc: 0.2696
 Site-White                     (2) | Val  Loss: 1.7965 | Val  Acc: 0.3432
 Site-White                     (2) | Val  Loss: 1.8410 | Val  Acc: 0.3052
 Site-White                     (2) | Val  Loss: 1.8387 | Val  Acc: 0.2997
 Site-Latino_Hispanic           (2) | Val  Loss: 2.2918 | Val  Acc: 0.1200
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8230 | Val  Acc: 0.2895
 Site-Latino_Hispanic           (1) | Val  Loss: 1.7096 | Val  Acc: 0.3214
 Site-Latino_Hispanic           (4) | Val  Loss: 1.7841 | Val  Acc: 0.3049
 Site-Latino_Hispanic           (4) | Val  Loss: 1.8244 | Val  Acc: 0.3058
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8389 | Val  Acc: 0.2921
 Site-Latino_Hispanic           (1) | Val  Loss: 1.9569 | Val  Acc: 0.2759
 Site-Black                     (8) | Val  Loss: 1.8442 | Val  Acc: 0.1707
 Site-Black                     (4) | Val  Loss: 1.9488 | Val  Acc: 0.1967
 Site-Black                     (3) | Val  Loss: 1.9823 | Val  Acc: 0.2444
 Site-Black                     (3) | Val  Loss: 1.9521 | Val  Acc: 0.3333
 Site-Black                     (3) | Val  Loss: 2.0004 | Val  Acc: 0.2474
 Site-East_Asian                (0) | Val  Loss: 1.6407 | Val  Acc: 0.3816
 Site-East_Asian                (2) | Val  Loss: 1.7795 | Val  Acc: 0.3839
 Site-East_Asian                (0) | Val  Loss: 1.8140 | Val  Acc: 0.3354
 Site-Indian                    (4) | Val  Loss: 1.9497 | Val  Acc: 0.2371
 Site-Indian                    (4) | Val  Loss: 1.9224 | Val  Acc: 0.1972
 Site-Southeast_Asian           (1) | Val  Loss: 2.0226 | Val  Acc: 0.2761
 Site-Middle_Eastern            (2) | Val  Loss: 1.7454 | Val  Acc: 0.3818
Average Valid Accuracy: 0.2908
Aggregated Acc | Val Acc: 0.3048
============ Train epoch 4 ============
cnt=[1, 9, 7, 4, 4, 1, 1, 1, 1, ]
power_decay: 0.9, powerI: 0.7952, powerC: 0.2048
sum of wi : 1.0000
 Site-White                    | Train Loss: 1.6366 | Train Acc: 0.3529
 Site-White                    | Train Loss: 1.9570 | Train Acc: 0.2400
 Site-White                    | Train Loss: 1.8323 | Train Acc: 0.2973
 Site-White                    | Train Loss: 1.7718 | Train Acc: 0.3519
 Site-White                    | Train Loss: 1.7944 | Train Acc: 0.4125
 Site-White                    | Train Loss: 1.7748 | Train Acc: 0.3305
 Site-White                    | Train Loss: 1.8107 | Train Acc: 0.3006
 Site-White                    | Train Loss: 1.8088 | Train Acc: 0.3059
 Site-White                    | Train Loss: 1.7823 | Train Acc: 0.3342
 Site-White                    | Train Loss: 1.8044 | Train Acc: 0.3303
 Site-Latino_Hispanic          | Train Loss: 1.7882 | Train Acc: 0.1842
 Site-Latino_Hispanic          | Train Loss: 2.0158 | Train Acc: 0.1754
 Site-Latino_Hispanic          | Train Loss: 1.8500 | Train Acc: 0.2738
 Site-Latino_Hispanic          | Train Loss: 1.8224 | Train Acc: 0.2764
 Site-Latino_Hispanic          | Train Loss: 1.8771 | Train Acc: 0.2376
 Site-Latino_Hispanic          | Train Loss: 1.8460 | Train Acc: 0.2772
 Site-Latino_Hispanic          | Train Loss: 1.8366 | Train Acc: 0.2519
 Site-Black                    | Train Loss: 1.8028 | Train Acc: 0.3065
 Site-Black                    | Train Loss: 1.8462 | Train Acc: 0.2637
 Site-Black                    | Train Loss: 1.9085 | Train Acc: 0.2667
 Site-Black                    | Train Loss: 1.8293 | Train Acc: 0.2980
 Site-Black                    | Train Loss: 1.8698 | Train Acc: 0.2474
 Site-East_Asian               | Train Loss: 1.7638 | Train Acc: 0.3860
 Site-East_Asian               | Train Loss: 1.8091 | Train Acc: 0.2976
 Site-East_Asian               | Train Loss: 1.7583 | Train Acc: 0.3603
 Site-Indian                   | Train Loss: 1.9359 | Train Acc: 0.2552
 Site-Indian                   | Train Loss: 1.9665 | Train Acc: 0.2290
 Site-Southeast_Asian          | Train Loss: 1.9438 | Train Acc: 0.2828
 Site-Middle_Eastern           | Train Loss: 1.7749 | Train Acc: 0.3855
 Site-White                     (5) | Val  Loss: 1.2932 | Val  Acc: 0.6364
 Site-White                     (8) | Val  Loss: 1.8863 | Val  Acc: 0.3125
 Site-White                     (7) | Val  Loss: 2.0093 | Val  Acc: 0.2083
 Site-White                     (0) | Val  Loss: 1.8109 | Val  Acc: 0.3056
 Site-White                     (2) | Val  Loss: 1.8300 | Val  Acc: 0.2642
 Site-White                     (2) | Val  Loss: 1.7117 | Val  Acc: 0.3205
 Site-White                     (2) | Val  Loss: 1.7860 | Val  Acc: 0.3304
 Site-White                     (2) | Val  Loss: 1.7794 | Val  Acc: 0.3432
 Site-White                     (2) | Val  Loss: 1.8173 | Val  Acc: 0.3012
 Site-White                     (2) | Val  Loss: 1.8112 | Val  Acc: 0.3215
 Site-Latino_Hispanic           (6) | Val  Loss: 2.2606 | Val  Acc: 0.1600
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8266 | Val  Acc: 0.3684
 Site-Latino_Hispanic           (1) | Val  Loss: 1.7397 | Val  Acc: 0.3214
 Site-Latino_Hispanic           (1) | Val  Loss: 1.7631 | Val  Acc: 0.3171
 Site-Latino_Hispanic           (1) | Val  Loss: 1.7961 | Val  Acc: 0.3306
 Site-Latino_Hispanic           (1) | Val  Loss: 1.8048 | Val  Acc: 0.3090
 Site-Latino_Hispanic           (1) | Val  Loss: 1.9344 | Val  Acc: 0.2759
 Site-Black                     (3) | Val  Loss: 1.8121 | Val  Acc: 0.2195
