===2023-08-17 02:56:02===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 02:56:04===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 03:28:34===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
data_number=[18,23,30,38,50,64,83,107,139,180,15,28,49,88,157,14,142,72,
client_nums=[10,5,2,1,]
len_dataset=[1227,568,262,121,]
domain number = 4
============ Train epoch 0 ============
 Site-art_painting                  | Train Loss: 1.8573 | Train Acc: 0.5000
 Best site-sketch                    | Epoch:0 | Val Acc: 0.1972
 Best site-cartoon                   | Epoch:0 | Val Acc: 0.2361
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 1 ============
 Site-art_painting                  | Train Loss: 1.7742 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.8324 | Train Acc: 0.5217
 Site-art_painting                  | Train Loss: 1.8146 | Train Acc: 0.4667
 Site-art_painting                  | Train Loss: 1.7663 | Train Acc: 0.6316
 Site-art_painting                  | Train Loss: 1.8533 | Train Acc: 0.4800
 Site-art_painting                  | Train Loss: 1.7599 | Train Acc: 0.5938
 Site-art_painting                  | Train Loss: 1.8011 | Train Acc: 0.5542
 Site-art_painting                  | Train Loss: 1.8204 | Train Acc: 0.4953
 Site-art_painting                  | Train Loss: 1.8102 | Train Acc: 0.6043
 Site-art_painting                  | Train Loss: 1.7880 | Train Acc: 0.5722
 Site-photo                         | Train Loss: 1.7314 | Train Acc: 0.7333
 Site-photo                         | Train Loss: 1.7559 | Train Acc: 0.7857
 Site-photo                         | Train Loss: 1.7450 | Train Acc: 0.8367
 Site-photo                         | Train Loss: 1.7692 | Train Acc: 0.6591
 Site-photo                         | Train Loss: 1.7362 | Train Acc: 0.7898
 Site-sketch                        | Train Loss: 1.9127 | Train Acc: 0.0000
 Site-sketch                        | Train Loss: 1.9097 | Train Acc: 0.2606
 Site-cartoon                       | Train Loss: 1.8713 | Train Acc: 0.3194
Average Train Accuracy: 0.5601
 Best site-art_painting              | Epoch:1 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:1 | Val Acc: 0.5217
 Best site-art_painting              | Epoch:1 | Val Acc: 0.4667
 Best site-art_painting              | Epoch:1 | Val Acc: 0.6316
 Best site-art_painting              | Epoch:1 | Val Acc: 0.4800
 Best site-art_painting              | Epoch:1 | Val Acc: 0.5938
 Best site-art_painting              | Epoch:1 | Val Acc: 0.5542
 Best site-art_painting              | Epoch:1 | Val Acc: 0.4953
 Best site-art_painting              | Epoch:1 | Val Acc: 0.6043
 Best site-art_painting              | Epoch:1 | Val Acc: 0.5722
 Best site-photo                     | Epoch:1 | Val Acc: 0.7333
 Best site-photo                     | Epoch:1 | Val Acc: 0.7857
 Best site-photo                     | Epoch:1 | Val Acc: 0.8367
 Best site-photo                     | Epoch:1 | Val Acc: 0.6591
 Best site-photo                     | Epoch:1 | Val Acc: 0.7898
 Best site-sketch                    | Epoch:1 | Val Acc: 0.0000
 Best site-sketch                    | Epoch:1 | Val Acc: 0.2606
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.3194
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 2 ============
 Site-art_painting                  | Train Loss: 1.7281 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.7873 | Train Acc: 0.5217
 Site-art_painting                  | Train Loss: 1.7438 | Train Acc: 0.5333
 Site-art_painting                  | Train Loss: 1.6830 | Train Acc: 0.6842
 Site-art_painting                  | Train Loss: 1.7921 | Train Acc: 0.4800
 Site-art_painting                  | Train Loss: 1.6944 | Train Acc: 0.6719
 Site-art_painting                  | Train Loss: 1.7480 | Train Acc: 0.5542
 Site-art_painting                  | Train Loss: 1.7432 | Train Acc: 0.6355
 Site-art_painting                  | Train Loss: 1.7348 | Train Acc: 0.6115
 Site-art_painting                  | Train Loss: 1.7299 | Train Acc: 0.6389
 Site-photo                         | Train Loss: 1.6442 | Train Acc: 0.7333
 Site-photo                         | Train Loss: 1.6841 | Train Acc: 0.8571
 Site-photo                         | Train Loss: 1.6715 | Train Acc: 0.8367
 Site-photo                         | Train Loss: 1.6952 | Train Acc: 0.7500
 Site-photo                         | Train Loss: 1.6486 | Train Acc: 0.8726
 Site-sketch                        | Train Loss: 1.8794 | Train Acc: 0.1429
 Site-sketch                        | Train Loss: 1.8754 | Train Acc: 0.2746
 Site-cartoon                       | Train Loss: 1.8355 | Train Acc: 0.3889
Average Train Accuracy: 0.6092
 Best site-art_painting              | Epoch:2 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:2 | Val Acc: 0.5217
 Best site-art_painting              | Epoch:2 | Val Acc: 0.5333
 Best site-art_painting              | Epoch:2 | Val Acc: 0.6842
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4800
 Best site-art_painting              | Epoch:2 | Val Acc: 0.6719
 Best site-art_painting              | Epoch:2 | Val Acc: 0.5542
 Best site-art_painting              | Epoch:2 | Val Acc: 0.6355
 Best site-art_painting              | Epoch:2 | Val Acc: 0.6115
 Best site-art_painting              | Epoch:2 | Val Acc: 0.6389
 Best site-photo                     | Epoch:2 | Val Acc: 0.7333
 Best site-photo                     | Epoch:2 | Val Acc: 0.8571
 Best site-photo                     | Epoch:2 | Val Acc: 0.8367
 Best site-photo                     | Epoch:2 | Val Acc: 0.7500
 Best site-photo                     | Epoch:2 | Val Acc: 0.8726
 Best site-sketch                    | Epoch:2 | Val Acc: 0.1429
 Best site-sketch                    | Epoch:2 | Val Acc: 0.2746
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.3889
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 3 ============
 Site-art_painting                  | Train Loss: 1.6388 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.7511 | Train Acc: 0.4783
 Site-art_painting                  | Train Loss: 1.7001 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.6142 | Train Acc: 0.8158
 Site-art_painting                  | Train Loss: 1.7402 | Train Acc: 0.6400
 Site-art_painting                  | Train Loss: 1.6163 | Train Acc: 0.7344
 Site-art_painting                  | Train Loss: 1.6821 | Train Acc: 0.6265
 Site-art_painting                  | Train Loss: 1.6849 | Train Acc: 0.6355
 Site-art_painting                  | Train Loss: 1.6711 | Train Acc: 0.6619
 Site-art_painting                  | Train Loss: 1.6675 | Train Acc: 0.7333
 Site-photo                         | Train Loss: 1.5782 | Train Acc: 0.9333
 Site-photo                         | Train Loss: 1.5959 | Train Acc: 0.9643
 Site-photo                         | Train Loss: 1.5876 | Train Acc: 0.8776
 Site-photo                         | Train Loss: 1.6151 | Train Acc: 0.8182
 Site-photo                         | Train Loss: 1.5706 | Train Acc: 0.9618
 Site-sketch                        | Train Loss: 1.8304 | Train Acc: 0.2857
 Site-sketch                        | Train Loss: 1.8577 | Train Acc: 0.3380
 Site-cartoon                       | Train Loss: 1.7853 | Train Acc: 0.4167
Average Train Accuracy: 0.6870
 Best site-art_painting              | Epoch:3 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4783
 Best site-art_painting              | Epoch:3 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:3 | Val Acc: 0.8158
 Best site-art_painting              | Epoch:3 | Val Acc: 0.6400
 Best site-art_painting              | Epoch:3 | Val Acc: 0.7344
 Best site-art_painting              | Epoch:3 | Val Acc: 0.6265
 Best site-art_painting              | Epoch:3 | Val Acc: 0.6355
 Best site-art_painting              | Epoch:3 | Val Acc: 0.6619
 Best site-art_painting              | Epoch:3 | Val Acc: 0.7333
 Best site-photo                     | Epoch:3 | Val Acc: 0.9333
 Best site-photo                     | Epoch:3 | Val Acc: 0.9643
 Best site-photo                     | Epoch:3 | Val Acc: 0.8776
 Best site-photo                     | Epoch:3 | Val Acc: 0.8182
 Best site-photo                     | Epoch:3 | Val Acc: 0.9618
 Best site-sketch                    | Epoch:3 | Val Acc: 0.2857
 Best site-sketch                    | Epoch:3 | Val Acc: 0.3380
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.4167
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 4 ============
 Site-art_painting                  | Train Loss: 1.6057 | Train Acc: 0.7222
 Site-art_painting                  | Train Loss: 1.6899 | Train Acc: 0.6522
 Site-art_painting                  | Train Loss: 1.6448 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.5336 | Train Acc: 0.7632
 Site-art_painting                  | Train Loss: 1.6854 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.5607 | Train Acc: 0.7188
 Site-art_painting                  | Train Loss: 1.6167 | Train Acc: 0.6867
 Site-art_painting                  | Train Loss: 1.6231 | Train Acc: 0.6822
 Site-art_painting                  | Train Loss: 1.6191 | Train Acc: 0.6906
 Site-art_painting                  | Train Loss: 1.5978 | Train Acc: 0.7333
 Site-photo                         | Train Loss: 1.4855 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5401 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4902 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.5458 | Train Acc: 0.8977
 Site-photo                         | Train Loss: 1.4871 | Train Acc: 0.9745
 Site-sketch                        | Train Loss: 1.8398 | Train Acc: 0.2143
 Site-sketch                        | Train Loss: 1.8204 | Train Acc: 0.3732
 Site-cartoon                       | Train Loss: 1.7803 | Train Acc: 0.4583
Average Train Accuracy: 0.7137
 Best site-art_painting              | Epoch:4 | Val Acc: 0.7222
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6522
 Best site-art_painting              | Epoch:4 | Val Acc: 0.7000
 Best site-art_painting              | Epoch:4 | Val Acc: 0.7632
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:4 | Val Acc: 0.7188
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6867
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6822
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6906
 Best site-art_painting              | Epoch:4 | Val Acc: 0.7333
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 1.0000
 Best site-photo                     | Epoch:4 | Val Acc: 0.9796
 Best site-photo                     | Epoch:4 | Val Acc: 0.8977
 Best site-photo                     | Epoch:4 | Val Acc: 0.9745
 Best site-sketch                    | Epoch:4 | Val Acc: 0.2143
 Best site-sketch                    | Epoch:4 | Val Acc: 0.3732
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.4583
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 5 ============
 Site-art_painting                  | Train Loss: 1.5624 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.5982 | Train Acc: 0.6522
 Site-art_painting                  | Train Loss: 1.6018 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.5202 | Train Acc: 0.8158
 Site-art_painting                  | Train Loss: 1.6580 | Train Acc: 0.5400
 Site-art_painting                  | Train Loss: 1.4807 | Train Acc: 0.7969
 Site-art_painting                  | Train Loss: 1.5678 | Train Acc: 0.7349
 Site-art_painting                  | Train Loss: 1.5903 | Train Acc: 0.7477
 Site-art_painting                  | Train Loss: 1.5447 | Train Acc: 0.7122
 Site-art_painting                  | Train Loss: 1.5463 | Train Acc: 0.7556
 Site-photo                         | Train Loss: 1.4058 | Train Acc: 0.9333
 Site-photo                         | Train Loss: 1.4635 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4428 | Train Acc: 0.9388
 Site-photo                         | Train Loss: 1.4739 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.4137 | Train Acc: 1.0000
 Site-sketch                        | Train Loss: 1.7877 | Train Acc: 0.2143
 Site-sketch                        | Train Loss: 1.7906 | Train Acc: 0.3873
 Site-cartoon                       | Train Loss: 1.7317 | Train Acc: 0.4722
Average Train Accuracy: 0.7265
 Best site-art_painting              | Epoch:5 | Val Acc: 0.8333
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6522
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:5 | Val Acc: 0.8158
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5400
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7969
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7349
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7477
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7122
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7556
 Best site-photo                     | Epoch:5 | Val Acc: 0.9333
 Best site-photo                     | Epoch:5 | Val Acc: 1.0000
 Best site-photo                     | Epoch:5 | Val Acc: 0.9388
 Best site-photo                     | Epoch:5 | Val Acc: 0.9432
 Best site-photo                     | Epoch:5 | Val Acc: 1.0000
 Best site-sketch                    | Epoch:5 | Val Acc: 0.2143
 Best site-sketch                    | Epoch:5 | Val Acc: 0.3873
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.4722
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 6 ============
 Site-art_painting                  | Train Loss: 1.4928 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.5696 | Train Acc: 0.6087
 Site-art_painting                  | Train Loss: 1.5503 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.5560 | Train Acc: 0.7895
 Site-art_painting                  | Train Loss: 1.6212 | Train Acc: 0.5800
 Site-art_painting                  | Train Loss: 1.4332 | Train Acc: 0.7656
 Site-art_painting                  | Train Loss: 1.5108 | Train Acc: 0.7349
 Site-art_painting                  | Train Loss: 1.5257 | Train Acc: 0.8037
 Site-art_painting                  | Train Loss: 1.5012 | Train Acc: 0.7482
 Site-art_painting                  | Train Loss: 1.4988 | Train Acc: 0.7778
 Site-photo                         | Train Loss: 1.3340 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4046 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3624 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.4001 | Train Acc: 0.9659
 Site-photo                         | Train Loss: 1.3486 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.7639 | Train Acc: 0.2857
 Site-sketch                        | Train Loss: 1.7748 | Train Acc: 0.3873
 Site-cartoon                       | Train Loss: 1.6973 | Train Acc: 0.5139
Average Train Accuracy: 0.7429
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6087
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7895
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5800
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7656
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7349
 Best site-art_painting              | Epoch:6 | Val Acc: 0.8037
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7482
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7778
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 0.9796
 Best site-photo                     | Epoch:6 | Val Acc: 0.9659
 Best site-photo                     | Epoch:6 | Val Acc: 0.9873
 Best site-sketch                    | Epoch:6 | Val Acc: 0.2857
 Best site-sketch                    | Epoch:6 | Val Acc: 0.3873
 Best site-cartoon                   | Epoch:6 | Val Acc: 0.5139
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 7 ============
 Site-art_painting                  | Train Loss: 1.4288 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.5285 | Train Acc: 0.6522
 Site-art_painting                  | Train Loss: 1.4810 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.3240 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 1.5567 | Train Acc: 0.6600
 Site-art_painting                  | Train Loss: 1.3498 | Train Acc: 0.8594
 Site-art_painting                  | Train Loss: 1.4658 | Train Acc: 0.7952
 Site-art_painting                  | Train Loss: 1.4429 | Train Acc: 0.7850
 Site-art_painting                  | Train Loss: 1.4237 | Train Acc: 0.7698
 Site-art_painting                  | Train Loss: 1.4414 | Train Acc: 0.7833
 Site-photo                         | Train Loss: 1.2617 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3265 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3133 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.3321 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.2692 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.7192 | Train Acc: 0.2857
 Site-sketch                        | Train Loss: 1.7537 | Train Acc: 0.3873
 Site-cartoon                       | Train Loss: 1.6895 | Train Acc: 0.5278
Average Train Accuracy: 0.7695
 Best site-art_painting              | Epoch:7 | Val Acc: 0.8333
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6522
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7000
 Best site-art_painting              | Epoch:7 | Val Acc: 0.8947
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6600
 Best site-art_painting              | Epoch:7 | Val Acc: 0.8594
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7952
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7850
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7698
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7833
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 0.9796
 Best site-photo                     | Epoch:7 | Val Acc: 0.9432
 Best site-photo                     | Epoch:7 | Val Acc: 0.9936
 Best site-sketch                    | Epoch:7 | Val Acc: 0.2857
 Best site-sketch                    | Epoch:7 | Val Acc: 0.3873
 Best site-cartoon                   | Epoch:7 | Val Acc: 0.5278
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 8 ============
 Site-art_painting                  | Train Loss: 1.4164 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.5141 | Train Acc: 0.6087
 Site-art_painting                  | Train Loss: 1.4269 | Train Acc: 0.7667
 Site-art_painting                  | Train Loss: 1.3104 | Train Acc: 0.8158
 Site-art_painting                  | Train Loss: 1.5074 | Train Acc: 0.5800
 Site-art_painting                  | Train Loss: 1.3314 | Train Acc: 0.8281
 Site-art_painting                  | Train Loss: 1.4417 | Train Acc: 0.7711
 Site-art_painting                  | Train Loss: 1.4188 | Train Acc: 0.8131
 Site-art_painting                  | Train Loss: 1.4179 | Train Acc: 0.7554
 Site-art_painting                  | Train Loss: 1.3844 | Train Acc: 0.8000
 Site-photo                         | Train Loss: 1.1949 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2670 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2362 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 1.2910 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.2066 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.7378 | Train Acc: 0.1429
 Site-sketch                        | Train Loss: 1.7086 | Train Acc: 0.4930
 Site-cartoon                       | Train Loss: 1.6779 | Train Acc: 0.5417
Average Train Accuracy: 0.7550
============ Train epoch 9 ============
 Site-art_painting                  | Train Loss: 1.3403 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.5105 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.4282 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.2477 | Train Acc: 0.9474
 Site-art_painting                  | Train Loss: 1.5026 | Train Acc: 0.6600
 Site-art_painting                  | Train Loss: 1.2730 | Train Acc: 0.9062
 Site-art_painting                  | Train Loss: 1.3659 | Train Acc: 0.7831
 Site-art_painting                  | Train Loss: 1.3859 | Train Acc: 0.8318
 Site-art_painting                  | Train Loss: 1.3503 | Train Acc: 0.7842
 Site-art_painting                  | Train Loss: 1.3300 | Train Acc: 0.8389
 Site-photo                         | Train Loss: 1.1358 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2192 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.2047 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 1.2176 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 1.1577 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.6526 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.7007 | Train Acc: 0.4648
 Site-cartoon                       | Train Loss: 1.5877 | Train Acc: 0.5278
Average Train Accuracy: 0.7862
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:9 | Val Acc: 0.5652
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7000
 Best site-art_painting              | Epoch:9 | Val Acc: 0.9474
 Best site-art_painting              | Epoch:9 | Val Acc: 0.6600
 Best site-art_painting              | Epoch:9 | Val Acc: 0.9062
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7831
 Best site-art_painting              | Epoch:9 | Val Acc: 0.8318
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7842
 Best site-art_painting              | Epoch:9 | Val Acc: 0.8389
 Best site-photo                     | Epoch:9 | Val Acc: 1.0000
 Best site-photo                     | Epoch:9 | Val Acc: 1.0000
 Best site-photo                     | Epoch:9 | Val Acc: 0.9592
 Best site-photo                     | Epoch:9 | Val Acc: 0.9886
 Best site-photo                     | Epoch:9 | Val Acc: 0.9873
 Best site-sketch                    | Epoch:9 | Val Acc: 0.4286
 Best site-sketch                    | Epoch:9 | Val Acc: 0.4648
 Best site-cartoon                   | Epoch:9 | Val Acc: 0.5278
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/afl...
============ Train epoch 10 ============
 Site-art_painting                  | Train Loss: 1.2729 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.4269 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.3991 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.2268 | Train Acc: 0.8947
 Site-art_painting                  | Train Loss: 1.4053 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.2439 | Train Acc: 0.8594
 Site-art_painting                  | Train Loss: 1.3461 | Train Acc: 0.7590
 Site-art_painting                  | Train Loss: 1.3150 | Train Acc: 0.8411
 Site-art_painting                  | Train Loss: 1.2833 | Train Acc: 0.7770
 Site-art_painting                  | Train Loss: 1.3029 | Train Acc: 0.8000
 Site-photo                         | Train Loss: 1.0789 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1575 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.1480 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.1623 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.0979 | Train Acc: 0.9936
 Site-sketch                        | Train Loss: 1.6099 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.6509 | Train Acc: 0.5211
 Site-cartoon                       | Train Loss: 1.6138 | Train Acc: 0.5139
Average Train Accuracy: 0.7820
============ Train epoch 11 ============
 Site-art_painting                  | Train Loss: 1.2535 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.3759 | Train Acc: 0.6957
 Site-art_painting                  | Train Loss: 1.2996 | Train Acc: 0.7333
 Site-art_painting                  | Train Loss: 1.2088 | Train Acc: 0.8684
 Site-art_painting                  | Train Loss: 1.3952 | Train Acc: 0.6400
 Site-art_painting                  | Train Loss: 1.2343 | Train Acc: 0.8281
 Site-art_painting                  | Train Loss: 1.2766 | Train Acc: 0.7831
 Site-art_painting                  | Train Loss: 1.2970 | Train Acc: 0.7944
 Site-art_painting                  | Train Loss: 1.2719 | Train Acc: 0.7914
 Site-art_painting                  | Train Loss: 1.2515 | Train Acc: 0.8278
 Site-photo                         | Train Loss: 1.0070 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0842 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.0543 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.1018 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 1.0297 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.6422 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.6361 | Train Acc: 0.4789
