===2023-08-17 02:56:06===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 02:56:08===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
===2023-08-17 03:52:50===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    domain_num: 4
data_number=[18,23,30,38,50,64,83,107,139,180,15,28,49,88,157,14,142,72,
client_nums=[10,5,2,1,]
len_dataset=[1227,568,262,121,]
domain number = 4
============ Train epoch 0 ============
denominator: 39468.0703125
 Site-art_painting                  | Train Loss: 1.8998 | Train Acc: 0.2222
 Site-art_painting                  | Train Loss: 1.8345 | Train Acc: 0.3333
 Site-art_painting                  | Train Loss: 1.8120 | Train Acc: 0.5526
 Site-art_painting                  | Train Loss: 1.8323 | Train Acc: 0.4000
 Site-art_painting                  | Train Loss: 1.8146 | Train Acc: 0.4375
 Site-art_painting                  | Train Loss: 1.8392 | Train Acc: 0.4578
 Site-art_painting                  | Train Loss: 1.8224 | Train Acc: 0.4860
 Site-art_painting                  | Train Loss: 1.8284 | Train Acc: 0.3957
 Site-art_painting                  | Train Loss: 1.8336 | Train Acc: 0.3944
 Site-photo                         | Train Loss: 1.7719 | Train Acc: 0.6667
 Site-photo                         | Train Loss: 1.7865 | Train Acc: 0.6786
 Site-photo                         | Train Loss: 1.7612 | Train Acc: 0.7755
 Site-photo                         | Train Loss: 1.7911 | Train Acc: 0.6250
 Site-photo                         | Train Loss: 1.7688 | Train Acc: 0.6879
 Site-sketch                        | Train Loss: 1.8605 | Train Acc: 0.3571
 Site-sketch                        | Train Loss: 1.8849 | Train Acc: 0.1972
 Site-cartoon                       | Train Loss: 1.8770 | Train Acc: 0.2917
Average Train Accuracy: 0.4763
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4444
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3913
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3333
 Best site-art_painting              | Epoch:2 | Val Acc: 0.5526
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4000
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4375
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4578
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4860
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3957
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3944
 Best site-photo                     | Epoch:2 | Val Acc: 0.6667
 Best site-photo                     | Epoch:2 | Val Acc: 0.6786
 Best site-photo                     | Epoch:2 | Val Acc: 0.7755
 Best site-photo                     | Epoch:2 | Val Acc: 0.6250
 Best site-photo                     | Epoch:2 | Val Acc: 0.6879
 Best site-sketch                    | Epoch:2 | Val Acc: 0.3571
 Best site-sketch                    | Epoch:2 | Val Acc: 0.1972
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.2917
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 3 ============
denominator: 37266.10546875
 Site-art_painting                  | Train Loss: 1.7620 | Train Acc: 0.6111
 Site-art_painting                  | Train Loss: 1.8240 | Train Acc: 0.5217
 Site-art_painting                  | Train Loss: 1.7930 | Train Acc: 0.4000
 Site-art_painting                  | Train Loss: 1.7722 | Train Acc: 0.5526
 Site-art_painting                  | Train Loss: 1.7888 | Train Acc: 0.5600
 Site-art_painting                  | Train Loss: 1.7560 | Train Acc: 0.5156
 Site-art_painting                  | Train Loss: 1.8052 | Train Acc: 0.5422
 Site-art_painting                  | Train Loss: 1.7682 | Train Acc: 0.5514
 Site-art_painting                  | Train Loss: 1.7903 | Train Acc: 0.5180
 Site-art_painting                  | Train Loss: 1.7936 | Train Acc: 0.5000
 Site-photo                         | Train Loss: 1.7134 | Train Acc: 0.8667
 Site-photo                         | Train Loss: 1.7275 | Train Acc: 0.7857
 Site-photo                         | Train Loss: 1.7143 | Train Acc: 0.7755
 Site-photo                         | Train Loss: 1.7298 | Train Acc: 0.7614
 Site-photo                         | Train Loss: 1.7056 | Train Acc: 0.8280
 Site-sketch                        | Train Loss: 1.8502 | Train Acc: 0.3571
 Site-sketch                        | Train Loss: 1.8725 | Train Acc: 0.2324
 Site-cartoon                       | Train Loss: 1.8627 | Train Acc: 0.4306
Average Train Accuracy: 0.5728
 Best site-art_painting              | Epoch:3 | Val Acc: 0.6111
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5217
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4000
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5526
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5600
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5156
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5422
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5514
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5180
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5000
 Best site-photo                     | Epoch:3 | Val Acc: 0.8667
 Best site-photo                     | Epoch:3 | Val Acc: 0.7857
 Best site-photo                     | Epoch:3 | Val Acc: 0.7755
 Best site-photo                     | Epoch:3 | Val Acc: 0.7614
 Best site-photo                     | Epoch:3 | Val Acc: 0.8280
 Best site-sketch                    | Epoch:3 | Val Acc: 0.3571
 Best site-sketch                    | Epoch:3 | Val Acc: 0.2324
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.4306
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 4 ============
denominator: 36523.375
 Site-art_painting                  | Train Loss: 1.7404 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.7753 | Train Acc: 0.5217
 Site-art_painting                  | Train Loss: 1.7590 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.7485 | Train Acc: 0.6579
 Site-art_painting                  | Train Loss: 1.7811 | Train Acc: 0.5200
 Site-art_painting                  | Train Loss: 1.7163 | Train Acc: 0.6250
 Site-art_painting                  | Train Loss: 1.7652 | Train Acc: 0.6145
 Site-art_painting                  | Train Loss: 1.7257 | Train Acc: 0.5981
 Site-art_painting                  | Train Loss: 1.7373 | Train Acc: 0.6043
 Site-art_painting                  | Train Loss: 1.7451 | Train Acc: 0.5778
 Site-photo                         | Train Loss: 1.6602 | Train Acc: 0.9333
 Site-photo                         | Train Loss: 1.6764 | Train Acc: 0.8214
 Site-photo                         | Train Loss: 1.6626 | Train Acc: 0.8571
 Site-photo                         | Train Loss: 1.6779 | Train Acc: 0.8182
 Site-photo                         | Train Loss: 1.6556 | Train Acc: 0.9299
 Site-sketch                        | Train Loss: 1.8292 | Train Acc: 0.2857
 Site-sketch                        | Train Loss: 1.8612 | Train Acc: 0.2535
 Site-cartoon                       | Train Loss: 1.8607 | Train Acc: 0.4861
Average Train Accuracy: 0.6317
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:4 | Val Acc: 0.5217
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6579
 Best site-art_painting              | Epoch:4 | Val Acc: 0.5200
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6250
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6145
 Best site-art_painting              | Epoch:4 | Val Acc: 0.5981
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6043
 Best site-art_painting              | Epoch:4 | Val Acc: 0.5778
 Best site-photo                     | Epoch:4 | Val Acc: 0.9333
 Best site-photo                     | Epoch:4 | Val Acc: 0.8214
 Best site-photo                     | Epoch:4 | Val Acc: 0.8571
 Best site-photo                     | Epoch:4 | Val Acc: 0.8182
 Best site-photo                     | Epoch:4 | Val Acc: 0.9299
 Best site-sketch                    | Epoch:4 | Val Acc: 0.2857
 Best site-sketch                    | Epoch:4 | Val Acc: 0.2535
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.4861
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 5 ============
denominator: 35648.32421875
 Site-art_painting                  | Train Loss: 1.6932 | Train Acc: 0.8333
 Site-art_painting                  | Train Loss: 1.7404 | Train Acc: 0.5217
 Site-art_painting                  | Train Loss: 1.7292 | Train Acc: 0.5333
 Site-art_painting                  | Train Loss: 1.6822 | Train Acc: 0.7368
 Site-art_painting                  | Train Loss: 1.7351 | Train Acc: 0.5400
 Site-art_painting                  | Train Loss: 1.6689 | Train Acc: 0.6719
 Site-art_painting                  | Train Loss: 1.7208 | Train Acc: 0.6506
 Site-art_painting                  | Train Loss: 1.6900 | Train Acc: 0.6729
 Site-art_painting                  | Train Loss: 1.7238 | Train Acc: 0.5827
 Site-art_painting                  | Train Loss: 1.7065 | Train Acc: 0.6389
 Site-photo                         | Train Loss: 1.5846 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.6306 | Train Acc: 0.8929
 Site-photo                         | Train Loss: 1.5960 | Train Acc: 0.9184
 Site-photo                         | Train Loss: 1.6303 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.5964 | Train Acc: 0.9490
 Site-sketch                        | Train Loss: 1.8027 | Train Acc: 0.3571
 Site-sketch                        | Train Loss: 1.8360 | Train Acc: 0.2958
 Site-cartoon                       | Train Loss: 1.8278 | Train Acc: 0.4583
Average Train Accuracy: 0.6738
 Best site-art_painting              | Epoch:5 | Val Acc: 0.8333
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5217
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5333
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7368
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5400
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6719
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6506
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6729
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5827
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6389
 Best site-photo                     | Epoch:5 | Val Acc: 1.0000
 Best site-photo                     | Epoch:5 | Val Acc: 0.8929
 Best site-photo                     | Epoch:5 | Val Acc: 0.9184
 Best site-photo                     | Epoch:5 | Val Acc: 0.8750
 Best site-photo                     | Epoch:5 | Val Acc: 0.9490
 Best site-sketch                    | Epoch:5 | Val Acc: 0.3571
 Best site-sketch                    | Epoch:5 | Val Acc: 0.2958
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.4583
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 6 ============
denominator: 35032.296875
 Site-art_painting                  | Train Loss: 1.6539 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.7211 | Train Acc: 0.4783
 Site-art_painting                  | Train Loss: 1.7087 | Train Acc: 0.5333
 Site-art_painting                  | Train Loss: 1.6334 | Train Acc: 0.6579
 Site-art_painting                  | Train Loss: 1.6987 | Train Acc: 0.5800
 Site-art_painting                  | Train Loss: 1.6390 | Train Acc: 0.7344
 Site-art_painting                  | Train Loss: 1.7158 | Train Acc: 0.5904
 Site-art_painting                  | Train Loss: 1.6585 | Train Acc: 0.6636
 Site-art_painting                  | Train Loss: 1.6692 | Train Acc: 0.6259
 Site-art_painting                  | Train Loss: 1.6638 | Train Acc: 0.6500
 Site-photo                         | Train Loss: 1.5356 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5804 | Train Acc: 0.9643
 Site-photo                         | Train Loss: 1.5444 | Train Acc: 0.9388
 Site-photo                         | Train Loss: 1.5835 | Train Acc: 0.8864
 Site-photo                         | Train Loss: 1.5386 | Train Acc: 0.9745
 Site-sketch                        | Train Loss: 1.7865 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.8297 | Train Acc: 0.2746
 Site-cartoon                       | Train Loss: 1.8085 | Train Acc: 0.4722
Average Train Accuracy: 0.6795
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:6 | Val Acc: 0.4783
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5333
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6579
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5800
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7344
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5904
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6636
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6259
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6500
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 0.9643
 Best site-photo                     | Epoch:6 | Val Acc: 0.9388
 Best site-photo                     | Epoch:6 | Val Acc: 0.8864
 Best site-photo                     | Epoch:6 | Val Acc: 0.9745
 Best site-sketch                    | Epoch:6 | Val Acc: 0.4286
 Best site-sketch                    | Epoch:6 | Val Acc: 0.2746
 Best site-cartoon                   | Epoch:6 | Val Acc: 0.4722
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 7 ============
denominator: 34207.3359375
 Site-art_painting                  | Train Loss: 1.5799 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.6982 | Train Acc: 0.4783
 Site-art_painting                  | Train Loss: 1.6348 | Train Acc: 0.7333
 Site-art_painting                  | Train Loss: 1.6092 | Train Acc: 0.6842
 Site-art_painting                  | Train Loss: 1.6289 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.5667 | Train Acc: 0.7031
 Site-art_painting                  | Train Loss: 1.6347 | Train Acc: 0.6747
 Site-art_painting                  | Train Loss: 1.6243 | Train Acc: 0.7290
 Site-art_painting                  | Train Loss: 1.6150 | Train Acc: 0.6619
 Site-art_painting                  | Train Loss: 1.6326 | Train Acc: 0.6778
 Site-photo                         | Train Loss: 1.4876 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5282 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4985 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.5241 | Train Acc: 0.9318
 Site-photo                         | Train Loss: 1.4853 | Train Acc: 0.9809
 Site-sketch                        | Train Loss: 1.7583 | Train Acc: 0.4286
 Site-sketch                        | Train Loss: 1.8127 | Train Acc: 0.2958
 Site-cartoon                       | Train Loss: 1.7619 | Train Acc: 0.5139
Average Train Accuracy: 0.7139
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:7 | Val Acc: 0.4783
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7333
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6842
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7031
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6747
 Best site-art_painting              | Epoch:7 | Val Acc: 0.7290
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6619
 Best site-art_painting              | Epoch:7 | Val Acc: 0.6778
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 1.0000
 Best site-photo                     | Epoch:7 | Val Acc: 0.9796
 Best site-photo                     | Epoch:7 | Val Acc: 0.9318
 Best site-photo                     | Epoch:7 | Val Acc: 0.9809
 Best site-sketch                    | Epoch:7 | Val Acc: 0.4286
 Best site-sketch                    | Epoch:7 | Val Acc: 0.2958
 Best site-cartoon                   | Epoch:7 | Val Acc: 0.5139
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 8 ============
denominator: 33649.93359375
 Site-art_painting                  | Train Loss: 1.5678 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.6685 | Train Acc: 0.4783
 Site-art_painting                  | Train Loss: 1.6152 | Train Acc: 0.5333
 Site-art_painting                  | Train Loss: 1.5419 | Train Acc: 0.7632
 Site-art_painting                  | Train Loss: 1.6225 | Train Acc: 0.6000
 Site-art_painting                  | Train Loss: 1.5394 | Train Acc: 0.7969
 Site-art_painting                  | Train Loss: 1.6318 | Train Acc: 0.6506
 Site-art_painting                  | Train Loss: 1.5942 | Train Acc: 0.7477
 Site-art_painting                  | Train Loss: 1.5925 | Train Acc: 0.6835
 Site-art_painting                  | Train Loss: 1.5901 | Train Acc: 0.7444
 Site-photo                         | Train Loss: 1.4250 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4692 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4558 | Train Acc: 0.9388
 Site-photo                         | Train Loss: 1.4800 | Train Acc: 0.9318
 Site-photo                         | Train Loss: 1.4308 | Train Acc: 0.9809
 Site-sketch                        | Train Loss: 1.7493 | Train Acc: 0.3571
 Site-sketch                        | Train Loss: 1.8063 | Train Acc: 0.3028
 Site-cartoon                       | Train Loss: 1.7583 | Train Acc: 0.5556
Average Train Accuracy: 0.7135
============ Train epoch 9 ============
denominator: 32916.0234375
 Site-art_painting                  | Train Loss: 1.5255 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.5503 | Train Acc: 0.6087
 Site-art_painting                  | Train Loss: 1.5856 | Train Acc: 0.7000
 Site-art_painting                  | Train Loss: 1.5066 | Train Acc: 0.7895
 Site-art_painting                  | Train Loss: 1.5734 | Train Acc: 0.6600
 Site-art_painting                  | Train Loss: 1.4905 | Train Acc: 0.7344
 Site-art_painting                  | Train Loss: 1.5794 | Train Acc: 0.6988
 Site-art_painting                  | Train Loss: 1.5569 | Train Acc: 0.7103
 Site-art_painting                  | Train Loss: 1.5575 | Train Acc: 0.6691
 Site-art_painting                  | Train Loss: 1.5536 | Train Acc: 0.7111
 Site-photo                         | Train Loss: 1.3702 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4240 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3806 | Train Acc: 0.9592
 Site-photo                         | Train Loss: 1.4326 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 1.3816 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.7215 | Train Acc: 0.5000
 Site-sketch                        | Train Loss: 1.7839 | Train Acc: 0.3380
 Site-cartoon                       | Train Loss: 1.7213 | Train Acc: 0.5833
Average Train Accuracy: 0.7434
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:9 | Val Acc: 0.6087
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7000
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7895
 Best site-art_painting              | Epoch:9 | Val Acc: 0.6600
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7344
 Best site-art_painting              | Epoch:9 | Val Acc: 0.6988
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7103
 Best site-art_painting              | Epoch:9 | Val Acc: 0.6691
 Best site-art_painting              | Epoch:9 | Val Acc: 0.7111
 Best site-photo                     | Epoch:9 | Val Acc: 1.0000
 Best site-photo                     | Epoch:9 | Val Acc: 1.0000
 Best site-photo                     | Epoch:9 | Val Acc: 0.9592
 Best site-photo                     | Epoch:9 | Val Acc: 0.9545
 Best site-photo                     | Epoch:9 | Val Acc: 0.9873
 Best site-sketch                    | Epoch:9 | Val Acc: 0.5000
 Best site-sketch                    | Epoch:9 | Val Acc: 0.3380
 Best site-cartoon                   | Epoch:9 | Val Acc: 0.5833
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1_shuffle/q-ffl...
============ Train epoch 10 ============
denominator: 32216.7265625
 Site-art_painting                  | Train Loss: 1.5032 | Train Acc: 0.7778
 Site-art_painting                  | Train Loss: 1.6054 | Train Acc: 0.5652
 Site-art_painting                  | Train Loss: 1.5304 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.4493 | Train Acc: 0.7105
 Site-art_painting                  | Train Loss: 1.5409 | Train Acc: 0.6800
 Site-art_painting                  | Train Loss: 1.4675 | Train Acc: 0.7656
 Site-art_painting                  | Train Loss: 1.5386 | Train Acc: 0.7349
 Site-art_painting                  | Train Loss: 1.4816 | Train Acc: 0.7477
 Site-art_painting                  | Train Loss: 1.5145 | Train Acc: 0.6906
 Site-art_painting                  | Train Loss: 1.5288 | Train Acc: 0.7111
 Site-photo                         | Train Loss: 1.3108 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3861 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.3260 | Train Acc: 0.9796
 Site-photo                         | Train Loss: 1.3809 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.3221 | Train Acc: 0.9873
 Site-sketch                        | Train Loss: 1.7075 | Train Acc: 0.5000
 Site-sketch                        | Train Loss: 1.7699 | Train Acc: 0.3592
 Site-cartoon                       | Train Loss: 1.7147 | Train Acc: 0.5972
Average Train Accuracy: 0.7454
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7778
 Best site-art_painting              | Epoch:10 | Val Acc: 0.5652
 Best site-art_painting              | Epoch:10 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7105
 Best site-art_painting              | Epoch:10 | Val Acc: 0.6800
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7656
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7349
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7477
 Best site-art_painting              | Epoch:10 | Val Acc: 0.6906
 Best site-art_painting              | Epoch:10 | Val Acc: 0.7111
 Best site-photo                     | Epoch:10 | Val Acc: 1.0000
 Best site-photo                     | Epoch:10 | Val Acc: 1.0000
 Best site-photo                     | Epoch:10 | Val Acc: 0.9796
 Best site-photo                     | Epoch:10 | Val Acc: 0.9432
